term,cur,prev,diff,ma7,z_like,total,date
oled,3,6,-3,2.857,0.053,138,2025-10-17
삼성전자,1,14,-13,8.0,-1.828,126,2025-10-17
맥북,1,0,1,0.286,0.465,10,2025-10-18
아이패드,1,0,1,0.286,0.465,7,2025-10-18
차세대,2,0,2,1.286,0.335,43,2025-10-18
애플,2,0,2,2.0,0.0,83,2025-10-18
lg,3,0,3,3.143,-0.052,264,2025-10-18
lg디스플레이,1,0,1,1.714,-0.309,75,2025-10-18
lg전자,2,0,2,2.857,-0.319,51,2025-10-18
oled,1,3,-2,2.429,-0.558,135,2025-10-18
삼성,3,1,2,6.714,-1.034,358,2025-10-18
삼성전자,3,1,2,8.0,-1.306,129,2025-10-18
삼성,1,1,0,5.143,-1.268,349,2025-10-19
qled,1,0,1,0.143,0.622,1,2025-10-20
기아,1,0,1,0.143,0.622,3,2025-10-20
아이폰,1,0,1,0.143,0.622,22,2025-10-20
양산,1,0,1,0.143,0.622,21,2025-10-20
패널,1,0,1,0.143,0.622,9,2025-10-20
oled,3,0,3,2.143,0.348,136,2025-10-20
폴더블,1,0,1,0.714,0.155,28,2025-10-20
lg전자,1,0,1,2.429,-0.558,47,2025-10-20
삼성,2,1,1,4.571,-0.819,350,2025-10-20
삼성전자,1,0,1,6.0,-1.449,128,2025-10-20
삼성,31,6,25,9.429,5.299,378,2025-10-21
lg,22,0,22,5.143,5.159,275,2025-10-21
lg전자,20,1,19,5.143,4.547,63,2025-10-21
애플,10,1,9,2.714,2.752,91,2025-10-21
삼성전자,21,11,10,10.286,2.547,155,2025-10-21
oled,9,5,4,3.429,1.954,143,2025-10-21
현대차,4,0,4,0.714,1.781,27,2025-10-21
맥북,3,0,3,0.571,1.383,12,2025-10-21
갤럭시,3,0,3,0.714,1.239,25,2025-10-21
아이폰,3,2,1,0.714,1.239,26,2025-10-21
공급망,3,0,3,0.857,1.113,11,2025-10-21
패널,2,1,1,0.429,0.95,11,2025-10-21
ltpo,1,0,1,0.143,0.622,3,2025-10-21
tsmc,1,0,1,0.143,0.622,13,2025-10-21
고해상도,1,0,1,0.143,0.622,1,2025-10-21
그램,1,0,1,0.143,0.622,1,2025-10-21
삼성디스플레이,1,0,1,0.143,0.622,32,2025-10-21
화웨이,1,0,1,0.143,0.622,4,2025-10-21
ar,1,0,1,0.286,0.465,29,2025-10-21
고효율,1,0,1,0.286,0.465,2,2025-10-21
수율,1,0,1,0.286,0.465,3,2025-10-21
아이패드,1,0,1,0.286,0.465,8,2025-10-21
기아,1,1,0,0.286,0.465,4,2025-10-21
게이밍,1,0,1,0.429,0.345,11,2025-10-21
4k,1,0,1,0.571,0.244,4,2025-10-21
sk하이닉스,1,0,1,0.571,0.244,25,2025-10-21
엔비디아,1,0,1,0.714,0.155,10,2025-10-21
폴더블,1,1,0,0.714,0.155,29,2025-10-21
qled,2,11,-9,1.857,0.06,13,2025-10-21
한화,1,0,1,1.429,-0.195,39,2025-10-21
