term,cur,prev,diff,ma7,z_like,total
엔비디아,24,7,17,8.0,4.179,145
xr,13,6,7,5.429,2.274,105
vr,5,2,3,1.286,1.741,28
삼성전자,24,16,8,15.429,1.739,452
모바일,3,0,3,0.571,1.383,50
sk하이닉스,6,1,5,3.429,0.902,62
노트북,6,3,3,3.429,0.902,125
ar,4,3,1,2.0,0.828,40
공급망,4,3,1,2.0,0.828,31
asus,2,0,2,0.714,0.697,14
csot,1,0,1,0.143,0.622,1
ltpo,1,0,1,0.143,0.622,1
z폴드,1,0,1,0.143,0.622,1
벤큐,1,0,1,0.143,0.622,10
에어팟,1,0,1,0.143,0.622,4
화웨이,1,0,1,0.143,0.622,11
구글,3,1,2,1.714,0.557,65
인텔,1,0,1,0.286,0.465,16
카카오,1,0,1,0.286,0.465,15
게이밍모니터,1,0,1,0.429,0.345,3
애플,9,3,6,7.857,0.301,239
맥북,4,0,4,3.429,0.2,97
boe,1,0,1,0.714,0.155,35
퀄컴,1,0,1,0.714,0.155,33
tcl,2,3,-1,1.714,0.124,90
lcd,1,0,1,0.857,0.074,22
태블릿,2,0,2,1.857,0.06,16
amd,1,0,1,1.0,0.0,22
tsmc,1,0,1,1.0,0.0,15
현대모비스,1,0,1,1.0,0.0,20
모니터,5,5,0,5.143,-0.044,122
갤럭시,3,1,2,3.429,-0.15,248
lg디스플레이,5,9,-4,5.714,-0.211,114
oled,11,14,-3,12.0,-0.224,363
레노버,2,0,2,2.857,-0.319,67
아이폰,4,2,2,5.429,-0.429,76
lg전자,2,8,-6,3.429,-0.501,213
폴더블,2,1,1,3.714,-0.586,53
tv,4,4,0,6.571,-0.722,357
스마트폰,1,2,-1,3.0,-0.732,112
삼성디스플레이,1,0,1,3.714,-0.927,72
디스플레이,5,2,3,10.0,-1.201,287
