keyword,score
삼성,0.6487128913396298
중국,0.4810330051605795
장비,0.4676567244469658
패널,0.43425605784306837
메타,0.4138719373284454
애플,0.3998922986330853
디스플레이,0.3710625732547979
노조,0.3650196133558229
스마트폰,0.3323503092933482
레이저,0.32193915937656864
반도체,0.3187014738658408
미국,0.31000159201327976
달러,0.29861152454341217
로봇,0.2975059940764519
생산,0.2902045560628314
게이밍,0.28883864681277394
카카오톡,0.28047927372476766
게임,0.27832949688736025
모니터,0.2778276761299092
트라이폴드폰,0.2772366213757454
