topic_id,word,prob
0,레이저,1.0
0,디스플레이,0.3613673934772496
0,차세대,0.34912502356713476
0,새로운,0.3225228427011557
0,led,0.28775907597601785
0,반도체,0.24023421730419808
0,전력,0.23971719365631675
0,장비,0.2158229706042105
0,자동차,0.2118956915520266
0,핵심,0.19902304272469745
1,기능을,1.0
1,게임,0.9040381979344839
1,게이밍,0.9004075458496861
1,모니터,0.6794644362818409
1,ar,0.6641282231107652
1,일본,0.6431109510570491
1,지원한다,0.5787650043221164
1,지원하는,0.5732328034440428
1,개의,0.5068699746168444
1,기능,0.47765414602029305
2,oled,1.0
2,장비,0.49340970897906067
2,디스플레이,0.33945899514215455
2,패널,0.2938209139838698
2,중국,0.23213796741316012
2,ltpo,0.15715351800990024
2,대형,0.14718549099397057
2,생산,0.14320145437877416
2,공급,0.14160799195901733
2,프리미엄,0.1347124664792718
3,디스플레이,1.0
3,대구,0.6219204326043596
3,삼성,0.5994980712028195
3,kia,0.5776563013802385
3,oled,0.4152073021206162
3,프로야구,0.4089432458675446
3,초격차,0.40059722391878916
3,열린,0.39245351934180916
3,기술,0.37336193873968543
3,열린 프로야구,0.31206726052167494
4,ai,1.0
4,lg,0.5828225230278277
4,경기,0.20126140059276776
4,1위,0.1942045086591126
4,한국,0.14426194126267897
4,확고히,0.1351260224462977
4,제품은,0.12392566454876776
4,생태계,0.12000081333109462
4,기업,0.10973104531463836
4,열리는,0.10732115263623276
5,중국,1.0
5,한국,0.5704447756758392
5,lg디스플레이,0.4316637544283806
5,전기차,0.42509900491149627
5,현지,0.3381473111311824
5,oled,0.3168363684794722
5,10년,0.26790481203169336
5,공급망,0.2679038722325637
5,기술,0.25669526961084965
5,크게,0.2543531775645608
6,lg,1.0
6,led,0.9926148820431329
6,사업,0.8880211964787366
6,미래,0.8417356451470154
6,디스플레이,0.6966732712442506
6,사업을,0.6774717461154736
6,성장,0.6017756435627372
6,micro,0.5853834307232127
6,ai,0.5654304091498035
6,마이크로,0.5326470023948195
7,중국,1.0
7,미국,0.7351954344225646
7,반도체,0.6926638068212991
7,전망,0.5229822562989913
7,산업,0.5050833033887185
7,생산,0.4337860940349501
7,자동차,0.3311495139145245
7,가격,0.3208621209696061
7,해당,0.31400980122910654
7,추가,0.29103063592092543
8,ai,1.0
8,삼성전자,0.9306715051199559
8,삼성,0.7223100942699058
8,디스플레이,0.7219056370640758
8,개선,0.6384571842662242
8,애플,0.6110424241176841
8,이에,0.568091632874151
8,핵심,0.520332688887391
8,사업,0.4942425142919601
8,3분기,0.4674554749889615
9,스마트폰,1.0
9,갤럭시,0.9715596387221055
9,브랜드,0.6509044899044842
9,ai,0.6080986490428392
9,새로운,0.5921595452390788
9,출시,0.5097139752058378
9,제품,0.4968848404283956
9,삼성,0.4216237828859213
9,투자,0.4167745103453183
9,핵심,0.38234318111682203
