term,cur,prev,diff,ma7,z_like,total
소니,1,0,1,0.286,0.465,10
한화솔루션,1,0,1,0.286,0.465,2
기아,1,0,1,0.429,0.345,35
모바일,1,0,1,0.429,0.345,42
lg디스플레이,2,1,1,1.429,0.26,138
xr,2,3,-1,2.286,-0.114,77
노트북,3,2,1,3.857,-0.289,102
양산,1,0,1,1.857,-0.363,34
카카오,1,11,-10,1.857,-0.363,20
엔비디아,1,2,-1,2.0,-0.414,88
공급망,1,3,-2,2.0,-0.414,54
아이폰,1,4,-3,2.0,-0.414,69
스마트폰,1,5,-4,2.714,-0.648,102
구글,2,11,-9,4.857,-0.892,78
tv,3,21,-18,6.143,-0.904,140
sk하이닉스,1,13,-12,4.0,-1.0,126
lg전자,6,20,-14,10.286,-1.019,264
애플,3,14,-11,7.143,-1.128,268
oled,1,9,-8,6.0,-1.449,359
삼성전자,1,10,-9,6.143,-1.478,299
갤럭시,2,13,-11,7.714,-1.513,293
