term,cur,prev,diff,ma7,z_like,total
엔비디아,13,3,10,4.0,3.0,117
tcl,4,1,3,1.429,1.171,28
인텔,3,0,3,1.286,0.803,48
apple,1,0,1,0.143,0.622,3
microsoft,1,0,1,0.143,0.622,1
nvidia,1,0,1,0.143,0.622,12
노키아,1,0,1,0.143,0.622,3
벤큐,1,0,1,0.143,0.622,8
ar,2,0,2,0.857,0.593,29
공급망,2,0,2,1.0,0.5,49
소니,1,0,1,0.286,0.465,18
tsmc,1,0,1,0.429,0.345,20
딥엑스,1,0,1,0.571,0.244,5
모바일,1,0,1,0.714,0.155,33
노트북,4,2,2,4.143,-0.047,125
애플,2,3,-1,2.571,-0.219,165
amd,1,1,0,1.714,-0.309,31
갤럭시,1,1,0,2.0,-0.414,63
구글,1,1,0,2.286,-0.512,119
레노버,2,1,1,3.571,-0.544,58
tv,7,4,3,9.286,-0.565,283
스마트폰,2,5,-3,4.0,-0.667,96
퀄컴,1,1,0,2.857,-0.69,37
삼성디스플레이,1,1,0,3.857,-0.964,59
디스플레이,3,3,0,7.286,-1.159,185
모니터,2,0,2,7.0,-1.371,171
삼성전자,6,2,4,12.857,-1.495,581
lg전자,3,5,-2,10.143,-1.707,259
oled,3,1,2,14.429,-2.382,302
