term,cur,prev,diff,ma7,z_like,total
사이니지,4,1,3,1.143,1.381,25
모바일,2,0,2,0.714,0.697,27
퀄컴,2,0,2,0.714,0.697,10
구글,3,1,2,1.571,0.634,65
sk온,1,0,1,0.143,0.622,1
마이크로소프트,1,0,1,0.143,0.622,3
화웨이,1,0,1,0.143,0.622,3
삼성전자,18,3,15,15.429,0.522,413
공급망,1,0,1,0.286,0.465,12
tsmc,1,0,1,0.429,0.345,25
양산,3,0,3,2.286,0.284,61
oled,6,0,6,5.429,0.172,305
hp,3,0,3,2.571,0.165,80
lcd,1,0,1,0.714,0.155,26
lg디스플레이,3,0,3,2.714,0.108,101
byd,1,1,0,1.0,0.0,13
sk하이닉스,2,3,-1,2.0,0.0,60
ar,1,0,1,1.286,-0.134,36
모니터,1,1,0,1.429,-0.195,82
엔비디아,2,2,0,2.571,-0.219,60
애플,4,6,-2,4.857,-0.268,170
갤럭시,2,1,1,2.714,-0.27,93
xr,3,1,2,4.143,-0.377,67
lg전자,6,2,4,7.429,-0.383,287
폴더블,1,1,0,2.429,-0.558,48
노트북,1,1,0,2.714,-0.648,129
현대모비스,1,0,1,3.857,-0.964,51
tv,3,4,-1,7.857,-1.277,386
디스플레이,1,0,1,10.143,-2.185,233
