term,cur,prev,diff,total,ma7,z_like
삼성전자,27,13,14,519,11.0,3.707
xr,18,4,14,111,4.286,4.467
etri,16,0,16,16,2.286,5.46
노트북,10,3,7,114,2.857,2.655
tv,9,5,4,260,6.286,0.774
갤럭시,6,2,4,55,1.286,2.209
lg디스플레이,6,6,0,79,3.286,0.965
레노버,6,0,6,87,4.429,0.506
디스플레이,6,2,4,197,4.857,0.357
애플,5,3,2,158,7.286,-0.618
oled,4,7,-3,293,6.0,-0.58
lg전자,4,19,-15,278,6.0,-0.58
엔비디아,4,4,0,245,7.429,-0.92
오포,3,0,3,4,0.429,1.554
모니터,3,2,1,162,1.429,0.716
구글,3,3,0,124,2.714,0.108
hp,2,0,2,43,0.286,1.117
capex,2,0,2,2,0.286,1.117
tsmc,2,2,0,13,1.0,0.5
샤오미,1,0,1,18,0.143,0.622
설비투자,1,0,1,5,0.143,0.622
fmm,1,0,1,2,0.143,0.622
삼성디스플레이,1,0,1,49,0.286,0.465
샤프,1,1,0,2,0.286,0.465
amd,1,1,0,30,0.429,0.345
lcd,1,0,1,11,0.429,0.345
인텔,1,1,0,51,0.571,0.244
kaist,1,1,0,20,0.571,0.244
게이밍모니터,1,0,1,12,0.714,0.155
byd,1,1,0,10,0.714,0.155
ar,1,2,-1,23,0.857,0.074
공급망,1,3,-2,48,1.0,0.0
맥북,1,0,1,25,1.143,-0.069
sk하이닉스,1,3,-2,54,1.571,-0.254
스마트폰,1,3,-2,90,1.857,-0.363
아이폰,1,1,0,43,2.0,-0.414
폴더블,1,1,0,59,2.286,-0.512
