term,cur,prev,diff,ma7,z_like,total
삼성전자,29,3,26,11.286,4.063,556
lg디스플레이,8,0,8,1.714,2.722,85
디스플레이,19,1,18,8.571,2.655,173
벤츠,24,3,21,13.429,2.266,145
tcl,5,2,3,1.143,1.864,13
애플,9,11,-2,6.143,0.821,240
sk하이닉스,3,0,3,1.286,0.803,40
lcd,2,0,2,0.714,0.697,18
cluster,1,0,1,0.143,0.622,1
퀀텀닷,1,0,1,0.143,0.622,1
현대모비스,2,7,-5,1.286,0.335,36
구글,2,1,1,1.429,0.26,33
기아,1,1,0,1.0,0.0,17
알파벳,1,3,-2,1.0,0.0,9
모니터,2,0,2,2.429,-0.168,105
모바일,2,2,0,3.0,-0.366,40
노트북,2,1,1,3.143,-0.412,88
스마트폰,1,2,-1,2.286,-0.512,70
xr,1,2,-1,4.429,-1.104,124
oled,1,2,-1,4.857,-1.204,229
엔비디아,1,0,1,5.0,-1.236,179
tv,1,10,-9,6.143,-1.478,224
