term,cur,prev,diff,total,ma7,z_like
삼성전자,12,14,-2,412,20.0,-1.462
lg전자,10,13,-3,288,11.143,-0.263
애플,5,7,-2,307,12.857,-1.713
갤럭시,4,0,4,135,3.857,0.048
노트북,4,7,-3,100,4.143,-0.047
폴더블,4,3,1,230,9.714,-1.388
모니터,4,3,1,155,10.857,-1.597
구글,3,4,-1,99,2.0,0.414
ar,3,0,3,65,2.286,0.284
모바일,3,2,1,37,2.571,0.165
아이폰,3,6,-3,115,7.286,-1.159
엔비디아,3,8,-5,161,9.429,-1.579
oled,3,6,-3,307,13.429,-2.236
byd,2,4,-2,14,1.0,0.5
양산,2,2,0,67,1.429,0.26
샤오미,2,1,1,25,1.429,0.26
카카오,2,3,-1,42,2.571,-0.219
디스플레이,2,1,1,154,5.0,-0.927
바이두,1,0,1,2,0.143,0.622
갤럭시z폴드,1,0,1,1,0.143,0.622
소니,1,1,0,11,0.286,0.465
아이패드,1,0,1,5,0.286,0.465
고해상도,1,1,0,4,0.286,0.465
미디어텍,1,1,0,4,0.286,0.465
해상도,1,1,0,2,0.286,0.465
sharp,1,1,0,10,0.429,0.345
메타,1,2,-1,20,0.714,0.155
수율,1,0,1,17,0.714,0.155
hp,1,0,1,38,1.0,0.0
tcl,1,0,1,27,1.0,0.0
vr,1,0,1,17,1.0,0.0
화웨이,1,1,0,17,1.0,0.0
공급망,1,2,-1,51,1.286,-0.134
sk하이닉스,1,4,-3,71,1.571,-0.254
asus,1,0,1,22,1.571,-0.254
xr,1,1,0,67,2.143,-0.464
스마트폰,1,7,-6,95,3.286,-0.813
tv,1,3,-2,202,4.714,-1.171
