term,cur,prev,diff,total,ma7,z_like
갤럭시z폴드,1,0,1,1,0.143,0.622
바이두,1,0,1,2,0.143,0.622
해상도,1,1,0,2,0.286,0.465
고해상도,1,1,0,4,0.286,0.465
미디어텍,1,1,0,4,0.286,0.465
아이패드,1,0,1,5,0.286,0.465
소니,1,1,0,11,0.286,0.465
sharp,1,1,0,10,0.429,0.345
ar,3,0,3,65,2.286,0.284
샤오미,2,1,1,25,1.429,0.26
양산,2,2,0,67,1.429,0.26
모바일,3,2,1,37,2.571,0.165
수율,1,0,1,17,0.714,0.155
갤럭시,4,0,4,135,3.857,0.048
vr,1,0,1,17,1.0,0.0
화웨이,1,1,0,17,1.0,0.0
tcl,1,0,1,27,1.0,0.0
hp,1,0,1,38,1.0,0.0
asus,1,0,1,22,1.571,-0.254
xr,1,1,0,67,2.143,-0.464
디스플레이,2,1,1,154,5.0,-0.927
폴더블,4,3,1,230,9.714,-1.388
모니터,4,3,1,155,10.857,-1.597
