term,cur,prev,diff,total,ma7,z_like
oled,23,13,10,120,13.429,2.052
삼성디스플레이,20,2,18,48,5.0,4.635
lg디스플레이,15,15,0,67,9.286,1.412
애플,7,23,-16,39,5.143,0.568
lg전자,6,3,3,22,1.857,1.753
아이폰,2,3,-1,9,1.143,0.414
boe,2,0,2,14,1.286,0.335
카카오,2,1,1,9,1.286,0.335
폴더블,2,4,-2,11,1.429,0.26
sk하이닉스,2,4,-2,16,2.0,0.0
v2x,1,0,1,1,0.143,0.622
엔비디아,1,0,1,8,0.286,0.465
에어팟,1,1,0,2,0.286,0.465
샤오미,1,0,1,3,0.429,0.345
아이패드,1,2,-1,3,0.429,0.345
패널,1,0,1,8,0.571,0.244
구글,1,0,1,7,0.571,0.244
올레드,1,2,-1,7,0.857,0.074
tsmc,1,8,-7,9,1.286,-0.134
삼성전자,1,3,-2,53,5.714,-1.39
