term,cur,prev,diff,total,ma7,z_like
모니터,17,23,-6,175,7.286,2.626
lg전자,17,13,4,261,10.143,1.639
퀄컴,16,1,15,37,3.143,4.637
tv,11,5,6,312,9.0,0.5
디스플레이,10,16,-6,183,6.571,0.962
삼성전자,9,23,-14,680,14.714,-1.182
샤오미,8,0,8,16,1.571,2.853
레노버,8,0,8,56,3.286,1.676
oled,8,44,-36,303,14.429,-1.34
amd,6,1,5,29,1.714,1.856
노트북,6,3,3,124,3.714,0.781
tcl,4,0,4,27,0.714,1.781
인텔,4,0,4,45,1.143,1.381
엔비디아,4,4,0,103,1.857,0.907
폴더블,4,1,3,58,2.0,0.828
공급망,3,1,2,48,1.143,0.898
xr,3,2,1,97,2.429,0.223
애플,3,2,1,186,3.143,-0.052
4k,3,17,-14,39,3.143,-0.052
스마트폰,3,2,1,94,3.714,-0.244
sharp,2,0,2,8,0.286,1.117
하이센스,2,0,2,7,0.286,1.117
dell,2,1,1,9,0.571,0.814
ar,2,0,2,27,0.714,0.697
갤럭시,2,1,1,65,1.714,0.124
아이패드,1,0,1,9,0.143,0.622
고효율,1,0,1,3,0.143,0.622
픽셀,1,0,1,3,0.143,0.622
태블릿,1,0,1,17,0.286,0.465
현대모비스,1,1,0,9,0.286,0.465
스마트워치,1,0,1,4,0.286,0.465
sk온,1,0,1,5,0.571,0.244
boe,1,0,1,23,0.714,0.155
화웨이,1,0,1,12,0.714,0.155
아이폰,1,3,-2,37,1.429,-0.195
lg디스플레이,1,16,-15,77,3.429,-0.852
올레드,1,0,1,44,3.571,-0.89
