--- Sentiment Scaling Log (2026-05-29) ---
--- (Topic_ID (Semantic_Key): raw_score -> final_score) ---
--------------------------------------------------
Topic 0 (IT_OLED_Topic): score_raw=0.5009 -> score_final=0.5009
Topic 0 (IT_OLED_Topic): score_raw=0.4999 -> score_final=0.4999
Topic 0 (IT_OLED_Topic): score_raw=0.5049 -> score_final=0.5049
Topic 0 (IT_OLED_Topic): score_raw=0.5194 -> score_final=0.5194
Topic 0 (IT_OLED_Topic): score_raw=0.4950 -> score_final=0.4950
Topic 0 (IT_OLED_Topic): score_raw=0.5101 -> score_final=0.5101
Topic 0 (IT_OLED_Topic): score_raw=0.5202 -> score_final=0.5202
Topic 0 (IT_OLED_Topic): score_raw=0.5076 -> score_final=0.5076
Topic 0 (IT_OLED_Topic): score_raw=0.5089 -> score_final=0.5089
Topic 0 (IT_OLED_Topic): score_raw=0.4986 -> score_final=0.4986
Topic 0 (IT_OLED_Topic): score_raw=0.5111 -> score_final=0.5111
Topic 0 (IT_OLED_Topic): score_raw=0.5192 -> score_final=0.5192
Topic 0 (IT_OLED_Topic): score_raw=0.5017 -> score_final=0.5017
Topic 0 (IT_OLED_Topic): score_raw=0.5162 -> score_final=0.5162
Topic 0 (IT_OLED_Topic): score_raw=0.5118 -> score_final=0.5118
Topic 0 (IT_OLED_Topic): score_raw=0.5140 -> score_final=0.5140
Topic 0 (IT_OLED_Topic): score_raw=0.5053 -> score_final=0.5053
Topic 0 (IT_OLED_Topic): score_raw=0.5159 -> score_final=0.5159
Topic 0 (IT_OLED_Topic): score_raw=0.5192 -> score_final=0.5192
Topic 0 (IT_OLED_Topic): score_raw=0.5156 -> score_final=0.5156
Topic 0 (IT_OLED_Topic): score_raw=0.5152 -> score_final=0.5152
Topic 0 (IT_OLED_Topic): score_raw=0.5171 -> score_final=0.5171
Topic 0 (IT_OLED_Topic): score_raw=0.5149 -> score_final=0.5149
Topic 0 (IT_OLED_Topic): score_raw=0.5218 -> score_final=0.5218
Topic 0 (IT_OLED_Topic): score_raw=0.5162 -> score_final=0.5162
Topic 0 (IT_OLED_Topic): score_raw=0.5204 -> score_final=0.5204
Topic 0 (IT_OLED_Topic): score_raw=0.5062 -> score_final=0.5062
Topic 0 (IT_OLED_Topic): score_raw=0.5037 -> score_final=0.5037
Topic 0 (IT_OLED_Topic): score_raw=0.5190 -> score_final=0.5190
Topic 0 (IT_OLED_Topic): score_raw=0.5100 -> score_final=0.5100
Topic 0 (IT_OLED_Topic): score_raw=0.5046 -> score_final=0.5046
Topic 0 (IT_OLED_Topic): score_raw=0.5144 -> score_final=0.5144
Topic 0 (IT_OLED_Topic): score_raw=0.5188 -> score_final=0.5188
Topic 0 (IT_OLED_Topic): score_raw=0.5205 -> score_final=0.5205
Topic 0 (IT_OLED_Topic): score_raw=0.5152 -> score_final=0.5152
Topic 0 (IT_OLED_Topic): score_raw=0.5224 -> score_final=0.5224
Topic 0 (IT_OLED_Topic): score_raw=0.5004 -> score_final=0.5004
Topic 0 (IT_OLED_Topic): score_raw=0.5055 -> score_final=0.5055
Topic 0 (IT_OLED_Topic): score_raw=0.5167 -> score_final=0.5167
Topic 0 (IT_OLED_Topic): score_raw=0.5073 -> score_final=0.5073
Topic 0 (IT_OLED_Topic): score_raw=0.5050 -> score_final=0.5050
Topic 0 (IT_OLED_Topic): score_raw=0.5219 -> score_final=0.5219
