term,cur,prev,diff,total,ma7,z_like
퀄컴,16,1,15,37,3.143,4.637
샤오미,8,0,8,16,1.571,2.853
amd,6,1,5,29,1.714,1.856
tcl,4,0,4,27,0.714,1.781
레노버,8,0,8,56,3.286,1.676
인텔,4,0,4,45,1.143,1.381
하이센스,2,0,2,7,0.286,1.117
sharp,2,0,2,8,0.286,1.117
공급망,3,1,2,48,1.143,0.898
폴더블,4,1,3,58,2.0,0.828
dell,2,1,1,9,0.571,0.814
노트북,6,3,3,124,3.714,0.781
ar,2,0,2,27,0.714,0.697
고효율,1,0,1,3,0.143,0.622
픽셀,1,0,1,3,0.143,0.622
아이패드,1,0,1,9,0.143,0.622
스마트워치,1,0,1,4,0.286,0.465
현대모비스,1,1,0,9,0.286,0.465
태블릿,1,0,1,17,0.286,0.465
sk온,1,0,1,5,0.571,0.244
xr,3,2,1,97,2.429,0.223
화웨이,1,0,1,12,0.714,0.155
boe,1,0,1,23,0.714,0.155
갤럭시,2,1,1,65,1.714,0.124
애플,3,2,1,186,3.143,-0.052
스마트폰,3,2,1,94,3.714,-0.244
올레드,1,0,1,44,3.571,-0.89
