term,cur,prev,diff,total,ma7,z_like
lg전자,13,4,9,273,10.0,0.721
애플,9,10,-1,286,12.0,-0.672
삼성전자,7,9,-2,331,14.571,-1.572
엔비디아,4,5,-1,88,4.429,-0.138
갤럭시,3,0,3,285,3.857,-0.289
픽셀,2,0,2,14,1.286,0.335
sk하이닉스,2,1,1,92,1.571,0.19
노트북,2,2,0,99,2.571,-0.219
구글,2,1,1,88,3.857,-0.627
lg디스플레이,2,2,0,156,4.143,-0.706
tv,2,4,-2,158,6.714,-1.313
폴더블,2,0,2,212,9.429,-1.825
qualcomm,1,0,1,1,0.143,0.622
bmw,1,1,0,16,0.286,0.465
4k,1,0,1,4,0.429,0.345
소니,1,0,1,12,0.571,0.244
tsmc,1,0,1,18,0.714,0.155
샤오미,1,0,1,13,0.714,0.155
퀄컴,1,2,-1,39,1.143,-0.069
공급망,1,0,1,52,1.286,-0.134
수율,1,0,1,15,1.571,-0.254
인텔,1,0,1,32,3.0,-0.732
스마트폰,1,3,-2,94,3.143,-0.773
아이폰,1,0,1,73,3.571,-0.89
디스플레이,1,2,-1,228,5.857,-1.42
oled,1,2,-1,345,7.143,-1.673
