title,url
"OLED  중심 체질 개선 성공한 LGD, 4년 만에 연간 흑자 전망",https://www.hellot.net/news/article.html?no=106322
[증시 주간 전망대] 코스피 3800 앞두고 방향성 탐색...미중 마찰 '변수...,http://www.seoulwire.com/news/articleView.html?idxno=675600
"“노트북·모니터 OLED 광풍 분다”…삼성·LGD, OLED 새 활로 찾았다",https://www.ceoscoredaily.com/page/view/2025101716384446299
