term,cur,prev,diff,ma7,z_like,total
오포,2,2,0,0.714,0.697,8
원익ips,1,0,1,0.143,0.622,6
메타,2,0,2,0.857,0.593,21
bmw,1,1,0,0.286,0.465,5
boe,1,1,0,0.429,0.345,38
vr,1,0,1,0.714,0.155,19
아이패드,1,0,1,0.714,0.155,12
ar,1,0,1,0.857,0.074,34
공급망,1,0,1,0.857,0.074,20
스마트폰,4,2,2,4.286,-0.093,96
구글,1,3,-2,1.286,-0.134,62
xr,3,3,0,4.0,-0.333,86
노트북,3,4,-1,4.286,-0.419,113
sk하이닉스,1,2,-1,2.286,-0.512,57
엔비디아,1,2,-1,2.857,-0.69,115
모바일,1,5,-4,3.571,-0.89,53
모니터,1,7,-6,3.571,-0.89,118
lg전자,1,3,-2,4.857,-1.204,202
디스플레이,3,6,-3,7.571,-1.219,235
갤럭시,4,12,-8,9.286,-1.306,239
tv,2,6,-4,7.143,-1.4,288
맥북,1,3,-2,6.143,-1.478,64
삼성전자,3,5,-2,13.0,-2.171,362
애플,1,2,-1,10.571,-2.251,214
