term,cur,prev,diff,total,ma7,z_like
삼성전자,36,10,26,621,30.571,0.831
tv,32,2,30,434,17.714,2.743
노트북,15,8,7,168,6.143,2.546
레노버,9,0,9,53,1.571,3.296
lg전자,9,7,2,248,8.714,0.072
xr,8,1,7,122,3.0,1.83
디스플레이,7,1,6,245,7.857,-0.225
태블릿,6,0,6,20,1.0,2.5
kaist,4,1,3,20,0.714,1.781
모니터,4,1,3,85,2.571,0.549
애플,4,4,0,251,7.286,-0.888
tcl,3,0,3,39,1.571,0.634
스마트폰,3,0,3,112,2.0,0.414
갤럭시,3,4,-1,77,3.143,-0.052
hp,3,1,2,66,5.143,-0.656
한미반도체,2,0,2,4,0.286,1.117
메타,2,1,1,31,1.714,0.124
구글,2,2,0,50,2.0,0.0
oled,2,2,0,337,8.0,-1.567
tsmc,1,0,1,19,0.143,0.622
4k,1,0,1,15,0.143,0.622
8k,1,0,1,3,0.143,0.622
amd,1,1,0,10,0.286,0.465
asus,1,0,1,13,0.429,0.345
양산,1,0,1,48,0.571,0.244
ar,1,0,1,35,0.571,0.244
기아,1,3,-2,39,0.714,0.155
공급망,1,1,0,46,1.0,0.0
인텔,1,0,1,38,1.0,0.0
폴더블,1,0,1,151,1.143,-0.069
엔비디아,1,2,-1,85,2.0,-0.414
