term,cur,prev,diff,ma7,z_like,total
모바일,3,1,2,1.0,1.0,44
현대모비스,3,1,2,1.143,0.898,35
asp,1,0,1,0.143,0.622,1
카카오,1,0,1,0.143,0.622,9
메타,2,1,1,1.286,0.335,29
레노버,1,0,1,0.571,0.244,110
hp,1,1,0,0.571,0.244,73
ar,2,0,2,1.571,0.19,38
애플,5,5,0,5.429,-0.129,175
소니,1,2,-1,1.429,-0.195,86
고성능,1,0,1,1.571,-0.254,32
스마트폰,2,0,2,2.857,-0.319,103
구글,1,1,0,1.857,-0.363,63
sk하이닉스,1,1,0,2.0,-0.414,56
모니터,1,1,0,2.857,-0.69,126
lg전자,9,36,-27,12.143,-0.701,358
갤럭시,1,1,0,3.0,-0.732,90
벤츠,2,20,-18,5.143,-0.962,49
tcl,1,1,0,4.571,-1.138,111
디스플레이,2,1,1,6.571,-1.283,251
lg디스플레이,1,4,-3,7.714,-1.777,120
oled,2,3,-1,10.714,-2.039,453
tv,6,13,-7,17.0,-2.147,456
삼성전자,3,9,-6,21.143,-3.241,467
