term,cur,prev,diff,ma7,z_like,total
amd,11,3,8,2.571,3.237,27
양산,3,0,3,0.571,1.383,28
hp,5,1,4,1.857,1.33,48
아이폰,4,0,4,1.714,0.99,81
올레드,2,0,2,0.714,0.697,11
8k,1,0,1,0.143,0.622,2
merck,1,0,1,0.143,0.622,1
딥엑스,1,0,1,0.143,0.622,4
사이니지,1,0,1,0.143,0.622,3
현대모비스,1,0,1,0.143,0.622,7
sk하이닉스,4,0,4,2.571,0.549,122
샤오미,1,0,1,0.286,0.465,10
비보,1,1,0,0.429,0.345,7
애플,9,12,-3,7.857,0.301,335
nvidia,1,0,1,0.571,0.244,5
카카오,1,0,1,0.571,0.244,13
구글,3,3,0,2.429,0.223,50
인텔,1,3,-2,0.714,0.155,33
갤럭시,21,32,-11,20.429,0.104,233
메타,1,0,1,0.857,0.074,23
퀄컴,2,1,1,2.0,0.0,34
스마트폰,3,3,0,3.0,0.0,105
모바일,1,1,0,1.143,-0.069,52
레노버,2,2,0,2.286,-0.114,53
기아,1,4,-3,1.286,-0.134,43
엔비디아,1,0,1,1.714,-0.309,83
ar,1,1,0,1.714,-0.309,45
xr,3,3,0,4.0,-0.333,97
모니터,1,5,-4,2.714,-0.648,94
tv,2,2,0,4.286,-0.744,141
폴더블,8,24,-16,11.429,-0.783,221
삼성디스플레이,3,3,0,6.286,-0.937,88
노트북,1,1,0,3.857,-0.964,101
lg전자,2,9,-7,7.0,-1.371,242
lg디스플레이,3,14,-11,8.714,-1.446,134
oled,14,22,-8,24.714,-1.794,365
삼성전자,4,19,-15,13.714,-2.065,346
디스플레이,6,8,-2,16.571,-2.085,315
