org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,11,0.7911,0.0025,0.7341,0.7911
AMD,1,0.7319,0.0023,0.6791,0.7319
ASUS,4,2.4742,0.0156,0.5907,2.4742
ASUS,3,1.6854,0.0118,0.4023,1.6854
ASUS,11,1.5823,0.0051,0.3777,1.5823
ASUS,5,1.4916,0.0071,0.3561,1.4916
ASUS,1,1.4637,0.0046,0.3494,1.4637
ASUS,8,0.7754,0.0039,0.1851,0.7754
ASUS,2,0.7458,0.0055,0.1780,0.7458
ASUS,6,0.7458,0.0035,0.1780,0.7458
BOE,1,16.8328,0.0532,0.5699,16.8328
BOE,11,15.8226,0.0506,0.5357,15.8226
BOE,0,11.9327,0.0367,0.4040,11.9327
BOE,7,8.2037,0.0326,0.2778,8.2037
BOE,5,7.4579,0.0353,0.2525,7.4579
BOE,3,5.0561,0.0355,0.1712,5.0561
BOE,6,3.7290,0.0174,0.1263,3.7290
BOE,4,3.2989,0.0208,0.1117,3.2989
BOE,8,3.1015,0.0157,0.1050,3.1015
BOE,10,2.7057,0.0205,0.0916,2.7057
BOE,9,1.9416,0.0177,0.0657,1.9416
BOE,2,1.4916,0.0110,0.0505,1.4916
CES,0,2.9832,0.0092,0.6499,2.9832
CES,7,2.2374,0.0089,0.4874,2.2374
CES,2,1.4916,0.0110,0.3250,1.4916
CES,6,1.4916,0.0070,0.3250,1.4916
CES,9,0.9708,0.0088,0.2115,0.9708
CES,4,0.8247,0.0052,0.1797,0.8247
CES,5,0.7458,0.0035,0.1625,0.7458
CES,1,0.7319,0.0023,0.1594,0.7319
CSOT,1,10.9779,0.0347,0.6145,10.9779
CSOT,0,8.2037,0.0252,0.4592,8.2037
CSOT,11,6.3290,0.0203,0.3543,6.3290
CSOT,7,5.9663,0.0237,0.3340,5.9663
CSOT,3,4.2134,0.0296,0.2359,4.2134
CSOT,4,3.2989,0.0208,0.1847,3.2989
CSOT,5,2.9832,0.0141,0.1670,2.9832
CSOT,6,2.9832,0.0139,0.1670,2.9832
CSOT,8,2.3262,0.0118,0.1302,2.3262
CSOT,10,1.8038,0.0137,0.1010,1.8038
CSOT,2,0.7458,0.0055,0.0417,0.7458
LG디스플레이,0,44.7475,0.1376,0.5070,44.7475
LG디스플레이,1,43.9117,0.1389,0.4976,43.9117
LG디스플레이,11,37.9741,0.1215,0.4303,37.9741
LG디스플레이,7,26.8485,0.1068,0.3042,26.8485
LG디스플레이,5,21.6279,0.1025,0.2451,21.6279
LG디스플레이,3,17.6963,0.1243,0.2005,17.6963
LG디스플레이,4,14.8450,0.0937,0.1682,14.8450
LG디스플레이,6,13.4242,0.0627,0.1521,13.4242
LG디스플레이,8,13.1815,0.0669,0.1494,13.1815
LG디스플레이,2,11.9327,0.0879,0.1352,11.9327
LG디스플레이,10,11.7247,0.0890,0.1329,11.7247
LG디스플레이,9,7.7662,0.0708,0.0880,7.7662
LG전자,8,17.8339,0.0906,0.4715,17.8339
LG전자,3,15.1682,0.1065,0.4011,15.1682
LG전자,6,13.4242,0.0627,0.3550,13.4242
LG전자,1,13.1735,0.0417,0.3483,13.1735
LG전자,0,12.6784,0.0390,0.3352,12.6784
LG전자,11,10.2847,0.0329,0.2719,10.2847
LG전자,5,8.9495,0.0424,0.2366,8.9495
LG전자,9,6.7955,0.0619,0.1797,6.7955
LG전자,4,6.5978,0.0417,0.1745,6.5978
LG전자,2,5.9663,0.0440,0.1578,5.9663
LG전자,10,5.4114,0.0411,0.1431,5.4114
LG전자,7,5.2205,0.0208,0.1380,5.2205
LG화학,6,4.4747,0.0209,0.6457,4.4747
LG화학,8,3.8769,0.0197,0.5595,3.8769
LG화학,10,1.8038,0.0137,0.2603,1.8038
LG화학,3,1.6854,0.0118,0.2432,1.6854
LG화학,11,1.5823,0.0051,0.2283,1.5823
LG화학,1,1.4637,0.0046,0.2112,1.4637
LG화학,0,0.7458,0.0023,0.1076,0.7458
LG화학,2,0.7458,0.0055,0.1076,0.7458
LG화학,5,0.7458,0.0035,0.1076,0.7458
LG화학,7,0.7458,0.0030,0.1076,0.7458
SID,0,2.9832,0.0092,0.6499,2.9832
SID,7,2.2374,0.0089,0.4874,2.2374
SID,2,1.4916,0.0110,0.3250,1.4916
SID,6,1.4916,0.0070,0.3250,1.4916
SID,9,0.9708,0.0088,0.2115,0.9708
SID,4,0.8247,0.0052,0.1797,0.8247
SID,5,0.7458,0.0035,0.1625,0.7458
SID,1,0.7319,0.0023,0.1594,0.7319
SK하이닉스,6,10.4411,0.0488,0.6206,10.4411
SK하이닉스,0,6.7121,0.0206,0.3989,6.7121
SK하이닉스,8,5.4277,0.0276,0.3226,5.4277
SK하이닉스,2,4.4747,0.0330,0.2660,4.4747
SK하이닉스,1,4.3912,0.0139,0.2610,4.3912
SK하이닉스,9,3.8831,0.0354,0.2308,3.8831
SK하이닉스,7,3.7290,0.0148,0.2216,3.7290
SK하이닉스,11,3.1645,0.0101,0.1881,3.1645
SK하이닉스,5,2.9832,0.0141,0.1773,2.9832
SK하이닉스,3,2.5280,0.0178,0.1503,2.5280
SK하이닉스,10,1.8038,0.0137,0.1072,1.8038
SK하이닉스,4,1.6494,0.0104,0.0980,1.6494
Semiconductor,2,2.2374,0.0165,0.5632,2.2374
Semiconductor,4,1.6494,0.0104,0.4152,1.6494
Semiconductor,8,1.5508,0.0079,0.3904,1.5508
Semiconductor,6,1.4916,0.0070,0.3755,1.4916
Semiconductor,9,0.9708,0.0088,0.2444,0.9708
Semiconductor,10,0.9019,0.0068,0.2270,0.9019
Semiconductor,0,0.7458,0.0023,0.1877,0.7458
Semiconductor,5,0.7458,0.0035,0.1877,0.7458
Semiconductor,7,0.7458,0.0030,0.1877,0.7458
TCL,1,4.3912,0.0139,0.5559,4.3912
TCL,11,3.9556,0.0127,0.5008,3.9556
TCL,10,3.6076,0.0274,0.4567,3.6076
TCL,0,2.2374,0.0069,0.2833,2.2374
TCL,7,2.2374,0.0089,0.2833,2.2374
TCL,5,1.4916,0.0071,0.1888,1.4916
TCL,9,0.9708,0.0088,0.1229,0.9708
TCL,3,0.8427,0.0059,0.1067,0.8427
TCL,6,0.7458,0.0035,0.0944,0.7458
Tianma,1,4.3912,0.0139,0.7022,4.3912
Tianma,8,3.1015,0.0157,0.4960,3.1015
Tianma,11,2.3734,0.0076,0.3795,2.3734
Tianma,0,1.4916,0.0046,0.2385,1.4916
Tianma,4,0.8247,0.0052,0.1319,0.8247
Tianma,2,0.7458,0.0055,0.1193,0.7458
Tianma,6,0.7458,0.0035,0.1193,0.7458
Tianma,7,0.7458,0.0030,0.1193,0.7458
Visionox,1,8.7823,0.0278,0.6699,8.7823
Visionox,8,5.4277,0.0276,0.4140,5.4277
Visionox,11,4.7468,0.0152,0.3621,4.7468
Visionox,4,4.1236,0.0260,0.3145,4.1236
Visionox,0,3.7290,0.0115,0.2844,3.7290
Visionox,6,2.2374,0.0105,0.1707,2.2374
Visionox,7,2.2374,0.0089,0.1707,2.2374
Visionox,3,0.8427,0.0059,0.0643,0.8427
Visionox,2,0.7458,0.0055,0.0569,0.7458
Visionox,5,0.7458,0.0035,0.0569,0.7458
구글,0,12.6784,0.0390,0.4476,12.6784
구글,9,12.6201,0.1150,0.4455,12.6201
구글,8,9.3046,0.0472,0.3285,9.3046
구글,10,9.0190,0.0685,0.3184,9.0190
구글,6,8.9495,0.0418,0.3159,8.9495
구글,5,8.2037,0.0389,0.2896,8.2037
구글,2,7.4579,0.0549,0.2633,7.4579
구글,4,7.4225,0.0469,0.2620,7.4225
구글,11,4.7468,0.0152,0.1676,4.7468
구글,7,3.7290,0.0148,0.1316,3.7290
구글,3,3.3707,0.0237,0.1190,3.3707
구글,1,2.9274,0.0093,0.1033,2.9274
기아,0,7.4579,0.0229,0.4421,7.4579
기아,6,7.4579,0.0348,0.4421,7.4579
기아,9,6.7955,0.0619,0.4028,6.7955
기아,2,5.9663,0.0440,0.3537,5.9663
기아,5,5.9663,0.0283,0.3537,5.9663
기아,7,3.7290,0.0148,0.2211,3.7290
기아,1,3.6593,0.0116,0.2169,3.6593
기아,3,3.3707,0.0237,0.1998,3.3707
기아,4,2.4742,0.0156,0.1467,2.4742
기아,8,2.3262,0.0118,0.1379,2.3262
기아,10,1.8038,0.0137,0.1069,1.8038
기아,11,1.5823,0.0051,0.0938,1.5823
네이버,0,9.6953,0.0298,0.5177,9.6953
네이버,6,7.4579,0.0348,0.3982,7.4579
네이버,1,7.3186,0.0231,0.3908,7.3186
네이버,8,6.2031,0.0315,0.3312,6.2031
네이버,9,5.8247,0.0531,0.3110,5.8247
네이버,2,5.2205,0.0385,0.2788,5.2205
네이버,11,3.9556,0.0127,0.2112,3.9556
네이버,7,3.7290,0.0148,0.1991,3.7290
네이버,3,2.5280,0.0178,0.1350,2.5280
네이버,4,2.4742,0.0156,0.1321,2.4742
네이버,5,2.2374,0.0106,0.1195,2.2374
네이버,10,0.9019,0.0068,0.0482,0.9019
마이크로소프트,4,4.1236,0.0260,0.6426,4.1236
마이크로소프트,6,3.7290,0.0174,0.5811,3.7290
마이크로소프트,0,2.2374,0.0069,0.3487,2.2374
마이크로소프트,2,1.4916,0.0110,0.2324,1.4916
마이크로소프트,7,1.4916,0.0059,0.2324,1.4916
마이크로소프트,10,0.9019,0.0068,0.1405,0.9019
메타,8,7.7539,0.0394,0.6379,7.7539
메타,6,5.2205,0.0244,0.4295,5.2205
메타,11,3.9556,0.0127,0.3254,3.9556
메타,10,3.6076,0.0274,0.2968,3.6076
메타,5,2.9832,0.0141,0.2454,2.9832
메타,3,2.5280,0.0178,0.2080,2.5280
메타,2,2.2374,0.0165,0.1841,2.2374
메타,9,1.9416,0.0177,0.1597,1.9416
메타,4,1.6494,0.0104,0.1357,1.6494
메타,0,1.4916,0.0046,0.1227,1.4916
메타,1,1.4637,0.0046,0.1204,1.4637
메타,7,0.7458,0.0030,0.0614,0.7458
벤츠,5,5.2205,0.0247,0.5361,5.9671
벤츠,3,4.2134,0.0296,0.4327,4.8159
벤츠,0,3.7290,0.0115,0.3829,4.2622
벤츠,2,3.7290,0.0275,0.3829,4.2622
벤츠,9,2.9123,0.0265,0.2991,3.3288
벤츠,10,2.7057,0.0205,0.2779,3.0926
벤츠,7,1.4916,0.0059,0.1532,1.7049
벤츠,1,1.4637,0.0046,0.1503,1.6730
벤츠,4,0.8247,0.0052,0.0847,0.9427
