topic_id,word,prob
0,디스플레이,1.0
0,성장,0.7899225549481528
0,핵심,0.7079399734158145
0,자동차,0.6992817861265537
0,상반기,0.665451763892538
0,기술,0.6607194880970899
0,업계,0.6316022608644037
0,기술을,0.5933653912982205
0,경쟁력을,0.5870025058944756
0,산업,0.5849274542653714
1,oled,1.0
1,디스플레이,0.5019788425196225
1,장비,0.443339364157456
1,대형,0.27829293683029405
1,패널,0.2589936736648752
1,tv,0.21161914191726325
1,생산,0.20302964602711868
1,중국,0.1979153014478604
1,ltpo,0.18985247552382598
1,oled 패널,0.18892921607973856
2,ai,1.0
2,새로운,0.4567242304200222
2,ar,0.36730568844937317
2,기술을,0.3532803458519753
2,기능을,0.28513513492242243
2,혁신,0.24049942908765126
2,동시에,0.22538546795305142
2,단순한,0.21534722153493419
2,맞춤형,0.20562621897744734
2,시스템,0.19604037801241087
3,추석,1.0
3,제품,0.960578192835863
3,혜택을,0.6056384694795491
3,tv,0.4889619030559084
3,브랜드,0.475122357791407
3,lg전자,0.45004644953661616
3,생산,0.37439151249096986
3,서비스,0.37163201820496694
3,플랫폼,0.37065044838715033
3,소비자,0.3658049220807047
4,첨단,1.0
4,장비는,0.692402099161227
4,기술을,0.6266406850423941
4,기술은,0.5663689377903364
4,가장,0.4419178801273491
4,작은,0.4234435399418181
4,높은,0.39495028725270187
4,전력,0.39409419491955283
4,솔루션을,0.38155930382161235
4,먼저,0.3688156862623893
5,스마트폰,1.0
5,출시,0.8480180800000993
5,가격,0.7325592162908777
5,고성능,0.7218245766191903
5,디자인,0.6285182099258932
5,시장에서,0.6036348397980128
5,삼성전자,0.4560185581551121
5,소비자,0.4387884409566943
5,플랫폼,0.43372337291007146
5,디스플레이,0.42752611520968403
6,반도체,1.0
6,자동차,0.7128140464448225
6,일본,0.5274849187269404
6,사업을,0.5185459514657855
6,제품을,0.4835945506701561
6,부품,0.48178822156104645
6,전기,0.420040892429229
6,기술,0.4020258757524142
6,기술을,0.3799485049887622
6,것이다,0.3607411548158877
7,삼성디스플레이,1.0
7,유출,0.9525688367417947
7,기술,0.7995019004014929
7,중국,0.7628457588783587
7,경찰은,0.7154147275331406
7,경찰,0.66798395500247
7,기술 유출,0.6679839543339429
7,기술을,0.6548915164080693
7,디스플레이,0.5627646512581753
7,충남,0.47826077565716624
8,ai,1.0
8,반도체,0.5859725266754211
8,hbm,0.20522639721512212
8,실적,0.20483615679366451
8,lg,0.20021820472962396
8,3분기,0.16161874554608727
8,수요,0.13135248349318043
8,하반기,0.1262466656936615
8,개발,0.1248704966788597
8,2023년,0.11833408353963987
9,기간,1.0
9,추석,0.8801101707278774
9,서비스,0.3579048331772142
9,집중,0.3379819205254052
9,서비스를,0.29667400603698146
9,콘텐츠,0.2714942047811443
9,공식,0.27149375151873606
9,오는,0.21293255306133094
9,중심으로,0.19911159162703873
9,기록했다,0.1498363896583891
10,led,1.0
10,프리미엄,0.6228849712298445
10,micro,0.4981443281690191
10,마이크로,0.4565801206154952
10,브랜드,0.4558191436554097
10,미국,0.35441020632142123
10,시장에,0.2781735910621135
10,삼성,0.24248061550042446
10,개선,0.23280999669225377
10,효과를,0.21801653602561713
11,패널,1.0
11,oled,0.7507309285644506
11,3분기,0.4510503251667839
11,출하량이,0.3958142100114853
11,아이폰,0.3145773409005832
11,크게,0.2739321483309825
11,중국,0.26828682790379904
11,한국,0.2510844136455186
11,패널 출하량이,0.25108433992779644
11,아이폰 17,0.22476980838964855
