term,cur,prev,diff,ma7,z_like,total
레노버,18,0,18,5.0,4.017,83
프로아트,10,0,10,1.429,3.905,12
애플,21,4,17,7.286,3.707,162
태블릿,8,0,8,1.286,3.146,17
폴더블,6,0,6,1.857,1.753,64
아이폰,6,0,6,2.143,1.565,39
sk하이닉스,5,0,5,2.0,1.243,52
proart,2,0,2,0.286,1.117,4
lcd,2,0,2,0.429,0.95,11
선익시스템,3,0,3,1.429,0.716,16
meta,1,0,1,0.143,0.622,1
고해상도,1,0,1,0.143,0.622,4
바이두,1,0,1,0.143,0.622,1
사이니지,1,0,1,0.143,0.622,15
주사율,1,0,1,0.143,0.622,4
증착기,1,0,1,0.143,0.622,4
구글,3,2,1,1.857,0.484,124
byd,1,0,1,0.286,0.465,7
도우인시스,1,0,1,0.429,0.345,4
boe,2,0,2,1.286,0.335,28
증착,1,0,1,0.571,0.244,4
메타,2,0,2,1.571,0.19,33
lg디스플레이,3,0,3,2.571,0.165,70
tcl,1,0,1,1.0,0.0,31
스마트폰,1,1,0,1.0,0.0,92
디스플레이,6,7,-1,6.286,-0.081,191
고성능,1,0,1,1.286,-0.134,26
퀄컴,1,1,0,1.286,-0.134,45
삼성디스플레이,1,0,1,1.714,-0.309,52
인텔,1,0,1,1.857,-0.363,57
xr,3,1,2,4.143,-0.377,93
노트북,2,2,0,3.429,-0.501,115
엔비디아,10,12,-2,12.571,-0.566,236
모니터,1,1,0,2.571,-0.604,178
삼성전자,6,11,-5,11.714,-1.292,531
oled,6,10,-4,11.857,-1.318,322
tv,2,10,-8,10.143,-1.946,264
lg전자,1,5,-4,8.714,-1.952,280
