term,cur,prev,diff,total,ma7,z_like
스마트폰,7,3,4,103,4.714,0.721
tv,5,7,-2,406,21.143,-2.884
lg전자,4,7,-3,357,8.143,-1.075
아이폰,3,0,3,61,2.571,0.165
애플,3,6,-3,164,5.571,-0.765
소니,3,5,-2,77,9.714,-1.631
메타,2,0,2,22,0.429,0.95
tsmc,2,0,2,24,0.857,0.593
현대모비스,2,0,2,37,1.286,0.335
인텔,2,4,-2,57,1.429,0.26
삼성디스플레이,2,10,-8,160,4.857,-0.892
노트북,2,2,0,137,5.143,-0.962
삼성전자,2,20,-18,429,10.0,-1.922
공급망,1,0,1,18,0.429,0.345
vr,1,1,0,14,1.143,-0.069
엔비디아,1,0,1,88,1.286,-0.134
구글,1,2,-1,55,1.286,-0.134
boe,1,1,0,25,1.286,-0.134
모바일,1,0,1,59,1.429,-0.195
폴더블,1,0,1,67,1.571,-0.254
갤럭시,1,0,1,76,2.714,-0.648
디스플레이,1,5,-4,243,4.143,-1.035
tcl,1,5,-4,94,7.857,-1.803
oled,1,7,-6,496,15.143,-2.891
