org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,0,761.8333,0.0136,0.5029,761.8333
AMD,4,675.9639,0.0351,0.4462,675.9639
AMD,3,574.9815,0.0142,0.3795,574.9815
AMD,1,571.5467,0.0121,0.3773,571.5467
AMD,2,523.4599,0.0120,0.3455,523.4599
AMD,6,512.4686,0.0206,0.3383,512.4686
AMD,7,158.7307,0.0149,0.1048,158.7307
AMD,5,130.7983,0.0123,0.0863,130.7983
AMD,8,125.4596,0.0127,0.0828,125.4596
AMD,9,66.4484,0.0129,0.0439,66.4484
AMD,10,36.2589,0.0128,0.0239,36.2589
ASE,2,189.5996,0.0043,0.5750,189.5996
ASE,0,174.4866,0.0031,0.5292,174.4866
ASE,1,138.7650,0.0029,0.4208,138.7650
ASE,3,122.9650,0.0030,0.3729,122.9650
ASE,6,56.3303,0.0023,0.1708,56.3303
ASE,8,42.2820,0.0043,0.1282,42.2820
ASE,4,39.8434,0.0021,0.1208,39.8434
ASE,7,34.6574,0.0032,0.1051,34.6574
ASE,9,10.4918,0.0020,0.0318,10.4918
ASE,10,7.3998,0.0026,0.0224,7.3998
ASE,5,6.9946,0.0007,0.0212,6.9946
ASUS,4,535.8251,0.0278,0.5169,535.8251
ASUS,0,487.0512,0.0087,0.4698,487.0512
ASUS,3,435.5296,0.0108,0.4201,435.5296
ASUS,1,363.3993,0.0077,0.3506,363.3993
ASUS,6,313.9385,0.0126,0.3028,313.9385
ASUS,2,304.3212,0.0070,0.2936,304.3212
ASUS,7,133.0843,0.0125,0.1284,133.0843
ASUS,5,118.9076,0.0112,0.1147,118.9076
ASUS,8,57.5312,0.0058,0.0555,57.5312
ASUS,9,34.2734,0.0067,0.0331,34.2734
ASUS,10,32.5591,0.0115,0.0314,32.5591
AUO,0,44.6521,0.0008,0.5633,44.6521
AUO,1,37.0956,0.0008,0.4680,37.0956
AUO,2,35.7217,0.0008,0.4507,35.7217
AUO,3,31.5999,0.0008,0.3987,31.5999
AUO,6,17.8608,0.0007,0.2253,17.8608
AUO,7,12.4766,0.0012,0.1574,12.4766
