date,semantic_key,topic_id,avg_sentiment,article_count
2025-11-01,OLED_Topic,1,0.85,150
2025-11-01,Automotive_Display_Topic,2,0.70,200
2025-11-01,MicroLED_Topic,3,0.80,100
2025-11-01,Panel_Manufacturer,4,0.50,300
2025-11-02,OLED_Topic,1,0.88,160
2025-11-02,Automotive_Display_Topic,2,0.72,210
2025-11-02,MicroLED_Topic,3,0.81,110
2025-11-02,Panel_Manufacturer,4,0.52,310
2025-11-03,OLED_Topic,1,0.86,155
2025-11-03,Automotive_Display_Topic,2,0.69,190
2025-11-03,MicroLED_Topic,3,0.79,105
2025-11-03,Panel_Manufacturer,4,0.49,290
2025-11-04,OLED_Topic,1,0.87,165
2025-11-04,Automotive_Display_Topic,2,0.71,205
2025-11-04,MicroLED_Topic,3,0.80,115
2025-11-04,Panel_Manufacturer,4,0.50,305
2025-11-05,OLED_Topic,1,0.85,170
2025-11-05,Automotive_Display_Topic,2,0.70,215
2025-11-05,MicroLED_Topic,3,0.82,95
2025-11-05,Panel_Manufacturer,4,0.51,315
2025-11-06,OLED_Topic,1,0.88,140
2025-11-06,Automotive_Display_Topic,2,0.73,220
2025-11-06,MicroLED_Topic,3,0.79,100
2025-11-06,Panel_Manufacturer,4,0.50,320
2025-11-07,OLED_Topic,1,0.86,150
2025-11-07,Automotive_Display_Topic,2,0.71,210
2025-11-07,MicroLED_Topic,3,0.81,110
2025-11-07,Panel_Manufacturer,4,0.51,300
2025-11-08,OLED_Topic,1,0.85,150
2025-11-08,Automotive_Display_Topic,2,0.70,200
2025-11-08,MicroLED_Topic,3,0.80,100
2025-11-08,Panel_Manufacturer,4,0.50,300
2025-11-09,OLED_Topic,1,0.88,160
2025-11-09,Automotive_Display_Topic,2,0.72,210
2025-11-09,MicroLED_Topic,3,0.81,110
2025-11-09,Panel_Manufacturer,4,0.52,310
2025-11-10,OLED_Topic,1,0.86,155
2025-11-10,Automotive_Display_Topic,2,0.69,190
2025-11-10,MicroLED_Topic,3,0.79,105
2025-11-10,Panel_Manufacturer,4,0.49,290
2025-11-11,OLED_Topic,1,0.87,165
2025-11-11,Automotive_Display_Topic,2,0.71,205
2025-11-11,MicroLED_Topic,3,0.80,115
2025-11-11,Panel_Manufacturer,4,0.50,305
2025-11-12,OLED_Topic,1,0.85,170
2025-11-12,Automotive_Display_Topic,2,0.70,215
2025-11-12,MicroLED_Topic,3,0.82,95
2025-11-12,Panel_Manufacturer,4,0.51,315
2025-11-13,OLED_Topic,1,0.88,140
2025-11-13,Automotive_Display_Topic,2,0.73,220
2025-11-13,MicroLED_Topic,3,0.79,100
2025-11-13,Panel_Manufacturer,4,0.50,320
2025-11-14,OLED_Topic,1,0.86,150
2025-11-14,Automotive_Display_Topic,2,0.71,210
2025-11-14,MicroLED_Topic,3,0.81,110
2025-11-14,Panel_Manufacturer,4,0.51,300
2025-11-15,OLED_Topic,1,0.10,180
2025-11-15,Automotive_Display_Topic,2,0.30,220
2025-11-15,MicroLED_Topic,3,0.80,110
2025-11-15,Panel_Manufacturer,4,0.05,330
