term,cur,prev,diff,total,ma7,z_like
벤츠,26,0,26,141,3.857,7.471
fhd,13,0,13,14,1.857,4.716
모니터,18,0,18,93,4.0,4.667
lg디스플레이,16,0,16,108,4.0,4.0
레노버,18,0,18,103,5.857,3.55
현대모비스,7,1,6,42,2.286,1.877
oled,13,0,13,263,7.0,1.646
디스플레이,8,1,7,185,3.857,1.398
sk하이닉스,4,0,4,46,1.286,1.272
엘지디스플레이,1,0,1,1,0.143,0.622
노키아,1,0,1,2,0.143,0.622
주사율,1,0,1,3,0.143,0.622
해상도,1,0,1,3,0.143,0.622
boe,2,0,2,33,0.857,0.593
메타,4,2,2,29,2.714,0.486
엔비디아,3,2,1,133,1.857,0.484
amd,1,0,1,10,0.286,0.465
알파벳,1,0,1,11,0.286,0.465
hp,1,0,1,22,0.286,0.465
스마트폰,3,2,1,79,2.0,0.414
고성능,2,0,2,24,1.429,0.26
아이폰,2,0,2,67,1.429,0.26
화웨이,1,0,1,14,0.571,0.244
카카오,1,0,1,9,0.714,0.155
양산,1,0,1,28,1.0,0.0
asus,1,0,1,25,1.143,-0.069
태블릿,1,0,1,23,1.429,-0.195
모바일,1,1,0,46,1.714,-0.309
폴더블,3,1,2,108,4.286,-0.419
삼성디스플레이,1,0,1,143,3.571,-0.89
