term,cur,prev,diff,ma7,z_like,total
갤럭시,15,6,9,3.429,4.058,46
삼성전자,34,28,6,15.571,3.726,224
게이밍,8,3,5,1.857,2.6,21
폴더블,8,6,2,2.429,2.178,43
아이패드,5,0,5,1.0,2.0,13
메타,4,0,4,0.714,1.781,13
lg,17,29,-12,10.714,1.471,323
아마존,3,1,2,0.571,1.383,6
sk하이닉스,3,0,3,0.714,1.239,29
삼성,24,46,-22,17.714,1.207,457
애플,9,11,-2,5.286,1.126,115
samsung,2,0,2,0.286,1.117,5
구글,2,0,2,0.286,1.117,18
boe,3,4,-1,1.0,1.0,20
가상현실,1,0,1,0.143,0.622,2
비전프로,1,0,1,0.143,0.622,4
샤오미,1,0,1,0.143,0.622,6
원익ips,1,0,1,0.143,0.622,4
카카오,1,0,1,0.143,0.622,10
필립스,1,0,1,0.143,0.622,1
한미반도체,1,0,1,0.143,0.622,3
아이폰,4,7,-3,2.429,0.614,38
수율,1,0,1,0.286,0.465,4
양산,1,0,1,0.286,0.465,22
엔비디아,1,0,1,0.286,0.465,10
csot,1,1,0,0.286,0.465,2
현대차,2,1,1,1.143,0.414,29
byd,1,2,-1,0.429,0.345,7
선익시스템,1,2,-1,0.429,0.345,7
증착기,1,2,-1,0.429,0.345,3
기아,1,1,0,0.571,0.244,6
oled,7,14,-7,6.429,0.162,165
lg디스플레이,1,5,-4,0.857,0.074,80
패널,1,6,-5,1.429,-0.195,16
lg전자,8,29,-21,9.429,-0.351,107
차세대,1,10,-9,1.857,-0.363,47
