term,cur,prev,diff,ma7,z_like,total
tv,13,9,4,8.571,1.128,206
스마트폰,8,4,4,5.0,0.927,111
소니,1,0,1,0.143,0.622,10
공급망,2,0,2,0.857,0.593,56
폭스바겐,1,0,1,0.286,0.465,7
메타,6,14,-8,4.857,0.357,44
파나소닉,1,0,1,0.429,0.345,4
갤럭시,3,0,3,2.286,0.284,114
퀄컴,11,22,-11,9.857,0.276,79
벤츠,1,1,0,0.714,0.155,24
서피스,1,3,-2,0.714,0.155,5
sk하이닉스,2,0,2,1.714,0.124,59
xr,3,2,1,2.714,0.108,91
ar,1,1,0,0.857,0.074,38
vr,1,5,-4,0.857,0.074,20
삼성전자,7,7,0,8.0,-0.261,371
사이니지,1,1,0,1.857,-0.363,13
모니터,2,1,1,3.0,-0.366,137
폴더블,2,1,1,3.0,-0.366,264
lg전자,6,13,-7,8.0,-0.522,281
엔비디아,2,4,-2,3.571,-0.544,146
아이폰,3,3,0,5.0,-0.618,262
구글,2,8,-6,4.571,-0.819,69
lcd,3,4,-1,6.857,-1.066,75
애플,1,3,-2,4.857,-1.204,355
디스플레이,1,2,-1,5.571,-1.36,179
lg디스플레이,1,3,-2,6.571,-1.563,104
oled,4,16,-12,13.571,-2.043,297
