term,cur,prev,diff,ma7,z_like,total
구글,6,7,-1,3.286,0.965,61
corning,1,0,1,0.143,0.622,1
소니,1,0,1,0.143,0.622,28
메타,2,1,1,0.857,0.593,26
byd,2,1,1,1.0,0.5,20
한화시스템,1,2,-1,0.429,0.345,6
아이폰,2,0,2,1.429,0.26,58
lcd,1,2,-1,0.571,0.244,58
공급망,1,2,-1,0.571,0.244,15
인텔,1,2,-1,0.571,0.244,70
엔비디아,1,0,1,0.714,0.155,51
모바일,1,1,0,0.714,0.155,24
sk온,1,4,-3,0.714,0.155,6
선익시스템,1,1,0,1.429,-0.195,30
아마존,1,1,0,1.429,-0.195,19
sk하이닉스,1,3,-2,1.429,-0.195,53
갤럭시,3,5,-2,3.857,-0.289,82
스마트폰,1,1,0,2.0,-0.414,71
lg디스플레이,1,16,-15,2.857,-0.69,128
노트북,1,4,-3,3.0,-0.732,97
tcl,2,4,-2,4.571,-0.819,98
애플,4,6,-2,7.857,-1.014,170
삼성전자,8,24,-16,12.857,-1.059,428
oled,3,8,-5,9.143,-1.527,247
lg전자,1,7,-6,7.571,-1.752,233
디스플레이,1,17,-16,9.286,-2.047,222
tv,4,10,-6,15.0,-2.257,326
