term,cur,prev,diff,total,ma7,z_like
삼성전자,30,2,28,379,15.0,3.078
화웨이,4,0,4,7,0.857,1.632
갤럭시,27,3,24,213,20.714,1.132
에릭슨,2,0,2,4,0.571,0.814
퀄컴,3,0,3,17,1.286,0.803
모바일,4,0,4,37,2.286,0.682
노키아,1,0,1,1,0.143,0.622
올레드,1,0,1,6,0.429,0.345
카카오,1,0,1,45,0.571,0.244
삼성디스플레이,1,0,1,46,0.714,0.155
아이폰,2,1,1,56,1.857,0.06
맥북,1,1,0,26,1.0,0.0
sk하이닉스,1,1,0,50,1.0,0.0
lcd,1,0,1,62,1.0,0.0
폴더블,1,1,0,50,1.143,-0.069
벤츠,1,0,1,20,1.571,-0.254
파나소닉,1,0,1,12,1.714,-0.309
xr,2,1,1,74,3.0,-0.366
선익시스템,1,0,1,52,3.286,-0.813
lg디스플레이,2,0,2,119,6.0,-1.16
엔비디아,1,1,0,106,8.571,-1.928
