topic_id,topic_name,momentum_score
6,스마트폰 눈 건강,0.84
7,Topic #7,0.693
2,반도체 주가 상승,0.366
9,Topic #9,0.315
0,AI 반도체 디스플레이 전쟁,0.271
1,삼성 AI 디스플레이 기술,0.192
4,혼자만 레벨업 게임,0.124
8,Topic #8,0.0
5,브리츠 퀴즈,0.0
10,Topic #10,0.0
3,아우디 벤츠 신형 전기차,-1.707
