term,cur,prev,diff,ma7,z_like,total
sk하이닉스,3,1,2,0.857,1.113,42
애플,8,4,4,4.571,1.093,157
고효율,1,0,1,0.143,0.622,1
선익시스템,1,0,1,0.286,0.465,13
amd,1,1,0,0.286,0.465,16
sfa,1,0,1,0.429,0.345,3
맥북,1,0,1,0.429,0.345,22
qled,1,0,1,0.714,0.155,5
갤럭시,2,4,-2,1.714,0.124,84
스마트폰,3,2,1,2.714,0.108,108
boe,1,1,0,0.857,0.074,57
현대모비스,1,1,0,1.0,0.0,67
tcl,2,7,-5,2.857,-0.319,33
그램,2,4,-2,3.143,-0.412,23
아이폰,1,1,0,2.429,-0.558,78
모바일,1,1,0,2.571,-0.604,70
모니터,2,7,-5,5.571,-1.063,191
tv,4,9,-5,8.143,-1.075,302
삼성전자,8,14,-6,14.143,-1.29,450
lg전자,3,2,1,8.286,-1.363,305
lg디스플레이,1,6,-5,6.429,-1.535,140
디스플레이,1,14,-13,7.429,-1.726,208
oled,2,17,-15,17.714,-3.017,329
