term,cur,prev,diff,total,ma7,z_like
애플,23,3,20,32,4.143,6.212
한화,17,2,15,26,3.714,4.539
tsmc,8,0,8,8,1.143,3.314
현대차,8,0,8,17,1.857,2.6
폴더블,4,3,1,9,1.143,1.381
스트레처블,2,0,2,2,0.286,1.117
아이씨디,2,0,2,2,0.286,1.117
아이패드,2,0,2,2,0.286,1.117
아이폰,3,3,0,7,0.857,1.113
맥북,2,2,0,5,0.571,0.814
인텔,2,1,1,7,0.571,0.814
올레드,2,2,0,6,0.714,0.697
amd,1,0,1,1,0.143,0.622
etri,1,0,1,1,0.143,0.622
hud,1,0,1,1,0.143,0.622
woled,1,0,1,1,0.143,0.622
수율,1,0,1,1,0.143,0.622
에어팟,1,0,1,1,0.143,0.622
패드,1,0,1,1,0.143,0.622
한화솔루션,1,0,1,1,0.143,0.622
레노버,1,0,1,4,0.143,0.622
bmw,1,0,1,5,0.143,0.622
현대자동차,1,1,0,2,0.286,0.465
아마존,1,1,0,3,0.286,0.465
벤츠,1,0,1,7,0.286,0.465
byd,1,0,1,8,0.286,0.465
사이니지,1,0,1,3,0.429,0.345
카카오,1,1,0,7,1.0,0.0
퀄컴,1,1,0,9,1.0,0.0
