term,cur,prev,diff,total,ma7,z_like
애플,11,9,2,235,11.286,-0.066
인텔,6,2,4,47,1.857,1.753
lg전자,6,9,-3,223,9.143,-0.781
삼성전자,6,11,-5,457,13.286,-1.569
삼성디스플레이,4,23,-19,143,6.143,-0.616
노트북,3,1,2,98,1.714,0.557
모니터,3,1,2,98,1.714,0.557
퀄컴,2,0,2,34,0.714,0.697
공급망,2,2,0,34,1.429,0.26
xr,2,9,-7,94,3.857,-0.627
기아,1,0,1,31,0.286,0.465
bmw,1,0,1,16,0.286,0.465
byd,1,0,1,14,0.286,0.465
폭스바겐,1,0,1,2,0.286,0.465
샤오미,1,1,0,29,0.429,0.345
갤럭시,1,0,1,63,0.571,0.244
고성능,1,1,0,16,0.571,0.244
하이센스,1,2,-1,7,0.714,0.155
태블릿,1,5,-4,14,0.857,0.074
마이크로소프트,1,0,1,10,1.143,-0.069
벤츠,1,7,-6,161,1.286,-0.134
현대모비스,1,1,0,44,1.429,-0.195
구글,1,2,-1,39,2.143,-0.464
엔비디아,1,1,0,206,2.286,-0.512
레노버,1,1,0,73,2.857,-0.69
lg디스플레이,1,4,-3,108,3.286,-0.813
아이폰,1,1,0,80,3.429,-0.852
tv,1,4,-3,206,4.286,-1.07
