term,cur,prev,diff,ma7,z_like,total
lg전자,25,2,23,6.286,5.336,246
아마존,5,0,5,1.0,2.0,16
tv,18,24,-6,9.857,1.967,399
디스플레이,11,2,9,5.571,1.615,197
xr,5,0,5,1.714,1.423,66
애플,13,9,4,7.714,1.399,168
구글,5,2,3,2.0,1.243,48
에어팟,2,0,2,0.286,1.117,2
갤럭시,6,4,2,3.429,0.902,90
ar,3,5,-2,1.571,0.634,46
qled,1,0,1,0.143,0.622,3
바이두,1,0,1,0.143,0.622,1
올레드,1,0,1,0.143,0.622,10
vr,3,3,0,1.714,0.557,26
tcl,1,0,1,0.286,0.465,115
oled,11,15,-4,9.429,0.386,294
sharp,1,0,1,0.429,0.345,9
공급망,1,0,1,0.429,0.345,13
선익시스템,1,0,1,0.429,0.345,22
모바일,1,1,0,0.857,0.074,29
노트북,3,2,1,2.857,0.053,103
삼성전자,10,16,-6,9.857,0.035,411
양산,1,0,1,1.0,0.0,61
스마트폰,2,2,0,2.143,-0.058,82
아이폰,1,1,0,1.571,-0.254,62
카카오,2,2,0,3.286,-0.457,42
폴더블,1,0,1,2.429,-0.558,49
