term,cur,prev,diff,total,ma7,z_like
lg전자,5,3,2,201,8.0,-0.784
삼성전자,5,5,0,485,13.571,-1.83
노트북,4,3,1,141,4.429,-0.138
애플,4,5,-1,253,9.0,-1.25
oled,4,1,3,327,16.857,-2.518
모니터,3,0,3,125,2.143,0.348
lg디스플레이,3,2,1,137,9.143,-1.527
byd,2,1,1,12,0.571,0.814
구글,2,2,0,74,0.857,0.593
갤럭시,2,1,1,88,1.429,0.26
아이폰,2,6,-4,115,2.714,-0.27
xr,2,2,0,121,4.286,-0.744
폴더블,2,0,2,155,6.0,-1.16
디스플레이,2,2,0,229,11.571,-2.174
증착기,1,0,1,3,0.286,0.465
샤오미,1,1,0,12,0.429,0.345
bmw,1,0,1,7,0.429,0.345
선익시스템,1,1,0,13,0.857,0.074
화웨이,1,0,1,32,2.0,-0.414
공급망,1,3,-2,40,2.429,-0.558
sk하이닉스,1,0,1,81,3.0,-0.732
tv,1,6,-5,366,7.429,-1.726
