term,cur,diff,z_like
선익시스템,14,13,4.66
tv,21,21,4.43
카카오,11,11,4.02
sk하이닉스,13,13,3.00
증착,6,6,2.67
lg전자,20,16,2.50
하이센스,4,4,1.95
구글,11,8,1.92
애플,14,4,1.87
