term,cur,prev,diff,total,ma7,z_like
기아,9,2,7,30,2.571,2.469
갤럭시,3,2,1,89,1.429,0.716
capex,1,0,1,1,0.143,0.622
노키아,1,0,1,2,0.143,0.622
잉크젯,1,0,1,2,0.143,0.622
벤큐,1,0,1,4,0.143,0.622
필립스,1,0,1,4,0.143,0.622
tsmc,1,0,1,10,0.143,0.622
퀀텀닷,1,0,1,2,0.286,0.465
vr,1,0,1,11,0.286,0.465
샤오미,1,0,1,28,0.286,0.465
ar,1,0,1,35,0.286,0.465
저전력,1,0,1,7,0.429,0.345
4k,1,0,1,8,0.429,0.345
sharp,1,0,1,12,0.429,0.345
메타,1,0,1,14,0.429,0.345
구글,2,2,0,33,1.286,0.335
모바일,2,0,2,45,1.286,0.335
asus,1,0,1,18,0.714,0.155
amd,1,0,1,50,0.714,0.155
인텔,2,0,2,68,1.714,0.124
nvidia,1,1,0,23,1.0,0.0
sk하이닉스,2,2,0,50,2.143,-0.058
양산,1,1,0,18,1.143,-0.069
벤츠,5,0,5,154,5.286,-0.087
모니터,2,0,2,112,3.0,-0.366
애플,3,3,0,227,5.286,-0.693
