--- Sentiment Scaling Log (2025-11-21) ---
--- (Topic_ID (Semantic_Key): raw_score -> final_score) ---
--------------------------------------------------
Topic 0 (Quantum_Dot_Topic): score_raw=0.4508 -> score_final=0.4508
Topic 0 (Quantum_Dot_Topic): score_raw=0.4594 -> score_final=0.4594
Topic 0 (Quantum_Dot_Topic): score_raw=0.4490 -> score_final=0.4490
Topic 0 (Quantum_Dot_Topic): score_raw=0.4482 -> score_final=0.4482
Topic 0 (Quantum_Dot_Topic): score_raw=0.4445 -> score_final=0.4445
Topic 0 (Quantum_Dot_Topic): score_raw=0.4512 -> score_final=0.4512
Topic 0 (Quantum_Dot_Topic): score_raw=0.4503 -> score_final=0.4503
Topic 0 (Quantum_Dot_Topic): score_raw=0.4459 -> score_final=0.4459
Topic 0 (Quantum_Dot_Topic): score_raw=0.4441 -> score_final=0.4441
Topic 0 (Quantum_Dot_Topic): score_raw=0.4578 -> score_final=0.4578
Topic 0 (Quantum_Dot_Topic): score_raw=0.4450 -> score_final=0.4450
Topic 0 (Quantum_Dot_Topic): score_raw=0.4439 -> score_final=0.4439
Topic 0 (Quantum_Dot_Topic): score_raw=0.4466 -> score_final=0.4466
Topic 0 (Quantum_Dot_Topic): score_raw=0.4683 -> score_final=0.4683
Topic 0 (Quantum_Dot_Topic): score_raw=0.4412 -> score_final=0.4412
Topic 0 (Quantum_Dot_Topic): score_raw=0.4431 -> score_final=0.4431
Topic 0 (Quantum_Dot_Topic): score_raw=0.4589 -> score_final=0.4589
Topic 0 (Quantum_Dot_Topic): score_raw=0.4628 -> score_final=0.4628
Topic 0 (Quantum_Dot_Topic): score_raw=0.4525 -> score_final=0.4525
Topic 0 (Quantum_Dot_Topic): score_raw=0.4492 -> score_final=0.4492
Topic 0 (Quantum_Dot_Topic): score_raw=0.4533 -> score_final=0.4533
Topic 0 (Quantum_Dot_Topic): score_raw=0.4642 -> score_final=0.4642
Topic 0 (Quantum_Dot_Topic): score_raw=0.4486 -> score_final=0.4486
Topic 0 (Quantum_Dot_Topic): score_raw=0.4586 -> score_final=0.4586
Topic 0 (Quantum_Dot_Topic): score_raw=0.4649 -> score_final=0.4649
Topic 0 (Quantum_Dot_Topic): score_raw=0.4468 -> score_final=0.4468
Topic 0 (Quantum_Dot_Topic): score_raw=0.4510 -> score_final=0.4510
Topic 0 (Quantum_Dot_Topic): score_raw=0.4528 -> score_final=0.4528
Topic 0 (Quantum_Dot_Topic): score_raw=0.4470 -> score_final=0.4470
Topic 0 (Quantum_Dot_Topic): score_raw=0.4494 -> score_final=0.4494
Topic 0 (Quantum_Dot_Topic): score_raw=0.4487 -> score_final=0.4487
Topic 0 (Quantum_Dot_Topic): score_raw=0.4458 -> score_final=0.4458
Topic 0 (Quantum_Dot_Topic): score_raw=0.4433 -> score_final=0.4433
Topic 0 (Quantum_Dot_Topic): score_raw=0.4717 -> score_final=0.4717
Topic 0 (Quantum_Dot_Topic): score_raw=0.4676 -> score_final=0.4676
Topic 0 (Quantum_Dot_Topic): score_raw=0.4546 -> score_final=0.4546
Topic 0 (Quantum_Dot_Topic): score_raw=0.4619 -> score_final=0.4619
Topic 0 (Quantum_Dot_Topic): score_raw=0.4565 -> score_final=0.4565
Topic 0 (Quantum_Dot_Topic): score_raw=0.4461 -> score_final=0.4461
