term,cur,prev,diff,total,ma7,z_like
삼성전자,28,28,0,543,18.143,1.874
삼성디스플레이,12,12,0,105,9.286,0.671
기아,9,2,7,30,2.571,2.469
oled,6,22,-16,283,14.143,-1.71
벤츠,5,0,5,154,5.286,-0.087
tv,5,7,-2,221,5.857,-0.251
lg전자,5,14,-9,194,6.143,-0.329
디스플레이,5,12,-7,197,9.714,-1.145
lg디스플레이,4,8,-4,118,6.857,-0.79
갤럭시,3,2,1,89,1.429,0.716
boe,3,4,-1,34,2.143,0.348
xr,3,8,-5,114,2.714,0.108
애플,3,3,0,227,5.286,-0.693
엔비디아,3,16,-13,239,8.857,-1.473
고성능,2,4,-2,30,1.0,0.5
모바일,2,0,2,45,1.286,0.335
구글,2,2,0,33,1.286,0.335
인텔,2,0,2,68,1.714,0.124
sk하이닉스,2,2,0,50,2.143,-0.058
모니터,2,0,2,112,3.0,-0.366
노트북,2,3,-1,104,3.429,-0.501
tsmc,1,0,1,10,0.143,0.622
벤큐,1,0,1,4,0.143,0.622
필립스,1,0,1,4,0.143,0.622
노키아,1,0,1,2,0.143,0.622
잉크젯,1,0,1,2,0.143,0.622
capex,1,0,1,1,0.143,0.622
ar,1,0,1,35,0.286,0.465
샤오미,1,0,1,28,0.286,0.465
vr,1,0,1,11,0.286,0.465
퀀텀닷,1,0,1,2,0.286,0.465
메타,1,0,1,14,0.429,0.345
sharp,1,0,1,12,0.429,0.345
4k,1,0,1,8,0.429,0.345
저전력,1,0,1,7,0.429,0.345
amd,1,0,1,50,0.714,0.155
태블릿,1,2,-1,23,0.714,0.155
asus,1,0,1,18,0.714,0.155
nvidia,1,1,0,23,1.0,0.0
양산,1,1,0,18,1.143,-0.069
스마트폰,1,3,-2,76,2.143,-0.464
폴더블,1,12,-11,86,3.143,-0.773
