term,cur,prev,diff,ma7,z_like,total
sk하이닉스,24,3,21,5.0,5.871,93
tv,32,7,25,10.0,5.286,317
lg디스플레이,19,3,16,4.857,4.414,154
xr,18,3,15,5.143,3.935,125
폴더블,19,9,10,5.714,3.919,142
아이폰,19,13,6,6.286,3.625,145
디스플레이,16,3,13,7.143,2.412,209
삼성전자,34,27,7,21.286,2.265,521
애플,20,15,5,10.429,2.263,272
공급망,4,1,3,1.0,1.5,37
수율,3,0,3,0.571,1.383,8
고성능,4,0,4,1.429,1.171,24
폭스바겐,2,0,2,0.286,1.117,3
스마트폰,7,8,-1,3.857,1.06,98
태블릿,2,0,2,0.429,0.95,22
lg전자,13,39,-26,9.714,0.798,247
dell,1,0,1,0.143,0.622,3
etri,1,0,1,0.143,0.622,9
사이니지,1,0,1,0.143,0.622,2
필립스,1,0,1,0.143,0.622,5
갤럭시,7,4,3,5.143,0.568,106
oled,7,4,3,5.429,0.472,292
4k,1,0,1,0.286,0.465,5
양산,4,5,-1,2.857,0.425,79
인텔,2,3,-1,1.143,0.414,40
삼성디스플레이,1,0,1,0.571,0.244,85
메타,1,0,1,0.714,0.155,23
카카오,1,0,1,0.714,0.155,11
현대모비스,1,0,1,0.714,0.155,28
노트북,6,5,1,5.571,0.128,131
소니,1,0,1,1.143,-0.069,34
엔비디아,1,2,-1,1.286,-0.134,169
모바일,1,3,-2,1.571,-0.254,62
boe,1,10,-9,1.857,-0.363,27
ar,1,9,-8,2.143,-0.464,55
레노버,1,2,-1,3.0,-0.732,81
모니터,3,5,-2,7.286,-1.159,194
