term,cur,diff,z_like
sk하이닉스,24,21,5.87
tv,32,25,5.29
lg디스플레이,19,16,4.41
xr,18,15,3.93
폴더블,19,10,3.92
아이폰,19,6,3.63
디스플레이,16,13,2.41
삼성전자,34,7,2.26
애플,20,5,2.26
공급망,4,3,1.50
