term,cur,prev,diff,ma7,z_like,total
oled,35,21,14,10.0,6.006,313
tv,33,21,12,12.429,4.546,251
lg디스플레이,17,3,14,4.714,3.874,124
amd,7,0,7,1.286,2.678,17
삼성전자,23,11,12,13.0,2.171,384
hp,10,3,7,4.0,2.0,48
레노버,8,12,-4,2.857,1.912,96
아이폰,9,8,1,3.857,1.735,77
소니,4,1,3,0.857,1.632,11
애플,10,7,3,4.857,1.605,206
모니터,6,2,4,2.286,1.479,104
고성능,3,0,3,0.714,1.239,29
woled,2,0,2,0.429,0.95,5
카카오,2,0,2,0.429,0.95,12
lg전자,19,27,-8,14.571,0.919,325
디스플레이,12,8,4,8.571,0.873,188
갤럭시,8,3,5,5.429,0.772,93
tcl,2,2,0,0.714,0.697,8
고휘도,1,0,1,0.143,0.622,1
메타,1,0,1,0.143,0.622,30
비전프로,1,0,1,0.143,0.622,3
샤프,1,0,1,0.143,0.622,1
스트레처블,1,0,1,0.143,0.622,1
아이맥,1,0,1,0.143,0.622,1
샤오미,1,0,1,0.286,0.465,11
폴더블,4,3,1,3.0,0.366,106
공급망,1,0,1,0.429,0.345,21
아이패드,1,0,1,0.429,0.345,26
마이크로소프트,1,1,0,0.429,0.345,11
맥북,1,1,0,0.429,0.345,17
현대모비스,4,0,4,3.286,0.254,68
boe,5,1,4,5.143,-0.044,69
삼성디스플레이,3,12,-9,3.143,-0.052,158
인텔,1,0,1,1.143,-0.069,50
구글,2,1,1,2.286,-0.114,73
스마트폰,5,2,3,5.429,-0.129,111
엔비디아,2,3,-1,2.429,-0.168,98
sk하이닉스,1,1,0,1.714,-0.309,53
노트북,2,3,-1,2.857,-0.319,97
lcd,3,12,-9,4.286,-0.419,47
xr,2,2,0,3.714,-0.586,101
