term,cur,prev,diff,total,ma7,z_like
애플,10,13,-3,293,8.857,0.287
lg전자,9,14,-5,280,9.571,-0.14
삼성전자,7,18,-11,354,17.429,-2.015
엔비디아,5,4,1,116,6.143,-0.329
tv,5,4,1,199,10.143,-1.229
노트북,4,2,2,88,2.429,0.614
디스플레이,4,10,-6,172,7.857,-1.014
비전프로,3,2,1,5,0.714,1.239
아이폰,3,3,0,80,2.286,0.284
모니터,3,6,-3,94,2.429,0.223
갤럭시,3,3,0,184,3.429,-0.15
oled,3,6,-3,300,16.429,-2.657
아마존,2,0,2,32,0.286,1.117
byd,2,0,2,11,0.286,1.117
tsmc,2,1,1,22,0.714,0.697
hp,2,1,1,42,0.857,0.593
샤오미,2,1,1,17,0.857,0.593
벤츠,2,5,-3,26,2.714,-0.27
스마트폰,2,2,0,96,3.0,-0.366
구글,2,5,-3,93,3.0,-0.366
삼성디스플레이,2,11,-9,43,4.0,-0.667
폴더블,2,6,-4,194,8.0,-1.567
생산능력,1,0,1,4,0.143,0.622
스마트워치,1,0,1,9,0.286,0.465
에어팟,1,0,1,6,0.286,0.465
galaxy,1,0,1,4,0.286,0.465
생산량,1,0,1,3,0.286,0.465
기아,1,0,1,24,0.429,0.345
모바일,1,0,1,20,0.429,0.345
맥북,1,2,-1,14,0.571,0.244
선익시스템,1,0,1,37,0.714,0.155
메타,1,0,1,29,0.714,0.155
퀄컴,1,2,-1,32,0.857,0.074
양산,1,0,1,69,1.0,0.0
한미반도체,1,0,1,12,1.429,-0.195
lg디스플레이,1,1,0,111,2.143,-0.464
sk하이닉스,1,1,0,92,2.286,-0.512
xr,1,5,-4,66,2.571,-0.604
