term,cur,prev,diff,ma7,z_like,total
tsmc,5,2,3,1.429,1.627,24
ltps,3,0,3,0.429,1.554,4
디스플레이,13,8,5,7.571,1.447,332
노트북,6,2,4,2.429,1.396,102
sk하이닉스,7,5,2,3.571,1.186,130
그램,2,0,2,0.286,1.117,3
스마트워치,2,1,1,0.429,0.95,4
퀄컴,3,1,2,1.143,0.898,31
lcd,3,4,-1,1.143,0.898,20
sharp,2,0,2,0.571,0.814,27
tv,6,6,0,3.714,0.781,128
애플,14,12,2,10.857,0.732,300
boe,2,1,1,0.714,0.697,22
모니터,5,4,1,3.143,0.67,93
아이폰,3,3,0,1.571,0.634,80
4k,1,0,1,0.143,0.622,11
fmm,1,0,1,0.143,0.622,1
uhd,1,0,1,0.143,0.622,1
생산능력,1,0,1,0.143,0.622,2
한화시스템,1,0,1,0.143,0.622,2
양산,2,0,2,1.0,0.5,28
인텔,2,0,2,1.0,0.5,32
딥엑스,1,0,1,0.286,0.465,4
etri,1,1,0,0.286,0.465,17
스마트폰,4,3,1,2.857,0.425,105
byd,1,0,1,0.429,0.345,11
bmw,1,1,0,0.429,0.345,11
벤츠,1,1,0,0.429,0.345,6
ar,2,0,2,1.286,0.335,40
아이패드,1,0,1,0.571,0.244,15
고성능,1,1,0,0.571,0.244,10
맥북,1,1,0,0.714,0.155,14
메타,2,2,0,2.0,0.0,35
공급망,1,2,-1,1.0,0.0,41
기아,1,0,1,1.286,-0.134,42
hp,1,3,-2,1.571,-0.254,44
lg전자,4,4,0,5.286,-0.39,233
xr,1,2,-1,2.0,-0.414,93
삼성전자,7,8,-1,9.0,-0.5,365
엔비디아,2,3,-1,3.714,-0.586,98
oled,8,7,1,10.571,-0.605,358
레노버,1,13,-12,2.857,-0.69,48
lg디스플레이,1,1,0,5.143,-1.268,125
폴더블,2,12,-10,8.286,-1.621,241
갤럭시,5,35,-30,15.429,-2.116,279
