term,cur,prev,diff,total,ma7,z_like
폴더블,16,3,13,102,3.571,4.301
삼성전자,14,13,1,387,6.857,1.974
디스플레이,14,18,-4,193,7.714,1.664
애플,9,10,-1,282,15.571,-1.329
모니터,7,5,2,89,4.143,0.941
4k,6,0,6,15,1.286,2.209
갤럭시,6,3,3,52,2.571,1.317
파나소닉,5,0,5,7,1.0,2.0
tcl,5,1,4,31,1.857,1.33
스마트폰,5,4,1,76,3.286,0.609
lg디스플레이,5,8,-3,127,5.857,-0.251
lg전자,5,9,-4,300,7.0,-0.549
lcd,4,0,4,18,0.857,1.632
기아,4,1,3,16,1.429,1.171
퀄컴,4,0,4,33,1.714,0.99
엔비디아,4,1,3,168,2.143,0.754
공급망,4,3,1,50,2.571,0.549
oled,4,11,-7,259,8.571,-1.164
메타,3,0,3,30,0.571,1.383
고성능,3,1,2,18,0.714,1.239
삼성디스플레이,3,4,-1,47,1.714,0.557
xr,3,0,3,148,2.143,0.348
현대모비스,2,0,2,5,0.286,1.117
양산,2,2,0,37,1.143,0.414
모바일,2,1,1,29,1.286,0.335
hp,2,1,1,24,1.714,0.124
tsmc,1,0,1,16,0.143,0.622
에어팟,1,0,1,12,0.143,0.622
카카오,1,0,1,10,0.143,0.622
galaxy,1,0,1,2,0.143,0.622
ald,1,0,1,1,0.143,0.622
애플워치,1,0,1,1,0.143,0.622
벤큐,1,1,0,7,0.286,0.465
미디어텍,1,1,0,3,0.286,0.465
롤러블,1,0,1,6,0.429,0.345
sharp,1,1,0,18,0.571,0.244
구글,1,1,0,45,0.714,0.155
boe,1,3,-2,39,0.857,0.074
ar,1,4,-3,46,2.429,-0.558
노트북,1,3,-2,107,2.571,-0.604
sk하이닉스,1,4,-3,82,2.571,-0.604
레노버,1,0,1,76,3.143,-0.773
tv,1,6,-5,276,6.0,-1.449
