term,cur,prev,diff,ma7,z_like,total
xr,8,0,8,2.286,2.275,136
lg화학,4,0,4,0.571,1.953,6
노트북,6,2,4,2.571,1.317,100
갤럭시,6,0,6,3.143,1.03,56
스마트폰,5,1,4,3.0,0.732,80
올레드,1,0,1,0.143,0.622,32
kaist,1,0,1,0.286,0.465,12
기아,2,0,2,1.429,0.26,21
삼성전자,10,13,-3,9.429,0.14,359
모바일,1,1,0,1.143,-0.069,31
lg전자,6,6,0,6.429,-0.121,271
삼성디스플레이,1,0,1,1.429,-0.195,38
아이폰,2,1,1,3.143,-0.412,80
sk하이닉스,2,1,1,3.429,-0.501,89
엔비디아,1,2,-1,2.429,-0.558,115
tv,2,4,-2,4.143,-0.706,238
폴더블,3,2,1,5.857,-0.835,116
oled,4,2,2,7.286,-0.888,222
애플,5,6,-1,9.429,-1.088,293
디스플레이,4,0,4,10.571,-1.546,200
