cluster_id,keywords
0,중국
1,"미국, 양산, 개발, 통합, 계획, 솔루션, 혁신상, 조사, 환경, 전시, 생태계, 이용, 공간, 대상, 증가, 결과, 선정, 변화"
2,"27형, 주사율, 탑재, 39형, 픽셀, 차량용, 자동차, 현지, 신제품, 52형, 대형, 쿠팡, 전기차, 브랜드, 게임, 축제, 32형, 전환, 픽업, 소재, 전력, 나는, 기존, 위해, 일상, 오픈, 패널, 많은, 중이다, 처음, 완성차, 천안, 마이크, 문제, 최신, 플랫폼, 흐름"
3,"생산, 제조, 공장, 달러, 자회사, 매출, 기업들"
4,"애플, 구글, 스마트폰, 갤럭시, 삼성"
5,"모니터, 반도체, 노트북"
6,러시아
7,인프라
