term,cur,prev,diff,ma7,z_like,total,date
sk하이닉스,1,3,-2,1.143,-0.069,45,2025-12-28
스마트폰,2,4,-2,2.714,-0.27,106,2025-12-28
아이폰,1,2,-1,2.571,-0.604,73,2025-12-28
모바일,1,5,-4,2.714,-0.648,61,2025-12-28
디스플레이,1,0,1,3.143,-0.773,175,2025-12-28
tv,9,16,-7,12.714,-0.814,315,2025-12-28
애플,3,4,-1,6.143,-0.904,186,2025-12-28
폴더블,1,4,-3,3.714,-0.927,96,2025-12-28
oled,5,8,-3,9.143,-1.03,277,2025-12-28
모니터,8,33,-25,13.286,-1.138,179,2025-12-28
lg전자,3,28,-25,9.429,-1.579,320,2025-12-28
삼성전자,3,30,-27,23.429,-3.498,417,2025-12-28
lg디스플레이,25,0,25,7.286,4.789,134,2025-12-29
oled,29,5,24,12.857,3.52,298,2025-12-29
lg전자,22,3,19,11.143,2.503,333,2025-12-29
qled,2,0,2,0.286,1.117,6,2025-12-29
고성능,2,0,2,0.429,0.95,21,2025-12-29
kaist,2,1,1,0.429,0.95,16,2025-12-29
주사율,2,0,2,0.571,0.814,11,2025-12-29
세미파이브,1,0,1,0.143,0.622,9,2025-12-29
소니,1,0,1,0.143,0.622,13,2025-12-29
폭스바겐,1,0,1,0.143,0.622,3,2025-12-29
해상도,2,0,2,0.857,0.593,8,2025-12-29
올레드,1,0,1,0.286,0.465,22,2025-12-29
퀄컴,1,0,1,0.286,0.465,24,2025-12-29
메타,1,1,0,0.286,0.465,25,2025-12-29
샤오미,1,0,1,0.429,0.345,11,2025-12-29
벤츠,1,0,1,0.571,0.244,60,2025-12-29
스마트폰,3,2,1,2.714,0.108,104,2025-12-29
스마트워치,1,1,0,1.0,0.0,8,2025-12-29
현대모비스,1,2,-1,1.0,0.0,62,2025-12-29
엔비디아,2,2,0,2.286,-0.114,63,2025-12-29
디스플레이,3,1,2,3.429,-0.15,176,2025-12-29
구글,1,0,1,1.571,-0.254,65,2025-12-29
아이폰,2,1,1,2.714,-0.27,74,2025-12-29
화웨이,2,3,-1,2.714,-0.27,28,2025-12-29
모바일,2,1,1,3.0,-0.366,63,2025-12-29
xr,2,3,-1,3.0,-0.366,89,2025-12-29
애플,5,3,2,6.286,-0.367,182,2025-12-29
노트북,1,3,-2,2.286,-0.512,95,2025-12-29
모니터,11,8,3,14.714,-0.768,189,2025-12-29
폴더블,1,1,0,3.714,-0.927,95,2025-12-29
삼성전자,18,3,15,25.571,-1.25,424,2025-12-29
tv,2,9,-7,12.0,-2.24,313,2025-12-29
아이폰,6,2,4,2.714,1.241,79,2025-12-30
boe,3,0,3,0.714,1.239,61,2025-12-30
sfa,2,0,2,0.286,1.117,2,2025-12-30
qled,2,2,0,0.571,0.814,8,2025-12-30
노트북,4,1,3,2.143,0.754,96,2025-12-30
폴더블,5,1,4,3.143,0.67,100,2025-12-30
lg전자,16,22,-6,13.0,0.651,343,2025-12-30
고해상도,1,0,1,0.143,0.622,1,2025-12-30
생산능력,1,0,1,0.143,0.622,1,2025-12-30
선익시스템,1,0,1,0.143,0.622,21,2025-12-30
프로아트,1,0,1,0.143,0.622,1,2025-12-30
픽셀,1,0,1,0.143,0.622,1,2025-12-30
디스플레이,5,3,2,3.286,0.609,181,2025-12-30
tsmc,1,0,1,0.286,0.465,21,2025-12-30
맥북,1,0,1,0.286,0.465,20,2025-12-30
아이패드,1,0,1,0.286,0.465,22,2025-12-30
세미파이브,1,1,0,0.286,0.465,10,2025-12-30
고성능,1,2,-1,0.429,0.345,21,2025-12-30
공급망,1,0,1,0.571,0.244,16,2025-12-30
샤오미,1,1,0,0.571,0.244,11,2025-12-30
애플,5,5,0,4.571,0.137,176,2025-12-30
oled,14,29,-15,13.714,0.061,312,2025-12-30
구글,2,1,1,1.857,0.06,66,2025-12-30
모바일,2,2,0,2.286,-0.114,65,2025-12-30
tv,12,2,10,12.571,-0.126,324,2025-12-30
lg디스플레이,7,25,-18,8.0,-0.261,140,2025-12-30
스마트폰,1,3,-2,1.857,-0.363,105,2025-12-30
엔비디아,1,2,-1,2.429,-0.558,63,2025-12-30
xr,1,2,-1,2.857,-0.69,88,2025-12-30
모니터,11,11,0,16.143,-1.025,197,2025-12-30
삼성디스플레이,1,0,1,4.714,-1.171,89,2025-12-30
삼성전자,9,18,-9,23.714,-2.507,427,2025-12-30
bmw,11,0,11,2.0,3.728,21,2025-12-31
디스플레이,12,5,7,3.857,2.747,192,2025-12-31
모바일,10,2,8,3.429,2.304,75,2025-12-31
스마트폰,7,1,6,2.571,1.701,111,2025-12-31
삼성전자,32,9,23,23.857,1.384,451,2025-12-31
tcl,3,0,3,1.0,1.0,18,2025-12-31
벤츠,2,0,2,0.714,0.697,61,2025-12-31
csot,1,0,1,0.143,0.622,2,2025-12-31
fmm,1,0,1,0.143,0.622,2,2025-12-31
오포,1,0,1,0.143,0.622,5,2025-12-31
태블릿,1,0,1,0.143,0.622,16,2025-12-31
vr,1,0,1,0.286,0.465,11,2025-12-31
올레드,1,0,1,0.286,0.465,23,2025-12-31
폭스바겐,1,0,1,0.286,0.465,3,2025-12-31
맥북,1,1,0,0.286,0.465,21,2025-12-31
sharp,1,0,1,0.429,0.345,4,2025-12-31
세미파이브,1,1,0,0.429,0.345,11,2025-12-31
oled,12,14,-2,10.857,0.266,296,2025-12-31
레노버,1,0,1,0.571,0.244,83,2025-12-31
애플,5,5,0,4.429,0.184,174,2025-12-31
갤럭시,1,0,1,0.714,0.155,94,2025-12-31
xr,3,1,2,3.0,0.0,86,2025-12-31
폴더블,3,5,-2,3.0,0.0,101,2025-12-31
sk하이닉스,1,0,1,1.143,-0.069,42,2025-12-31
현대모비스,1,0,1,1.143,-0.069,62,2025-12-31
노트북,1,4,-3,2.143,-0.464,95,2025-12-31
아이폰,1,6,-5,2.286,-0.512,80,2025-12-31
lg디스플레이,1,7,-6,5.286,-1.299,140,2025-12-31
tv,7,12,-5,13.0,-1.303,306,2025-12-31
lg전자,2,16,-14,12.857,-2.368,331,2025-12-31
모니터,4,11,-7,16.0,-2.4,188,2025-12-31
디스플레이,16,12,4,5.714,3.034,203,2026-01-01
노트북,8,1,7,3.143,1.752,100,2026-01-01
asus,2,0,2,0.286,1.117,14,2026-01-01
ar,3,0,3,1.0,1.0,44,2026-01-01
레노버,2,1,1,0.714,0.697,84,2026-01-01
bmw,4,11,-7,2.286,0.682,23,2026-01-01
google,1,0,1,0.143,0.622,1,2026-01-01
woled,1,0,1,0.143,0.622,5,2026-01-01
리벨리온,1,0,1,0.143,0.622,1,2026-01-01
지멘스,1,0,1,0.143,0.622,1,2026-01-01
tsmc,1,0,1,0.286,0.465,21,2026-01-01
오포,1,1,0,0.286,0.465,5,2026-01-01
주사율,1,0,1,0.429,0.345,12,2026-01-01
현대모비스,2,1,1,1.429,0.26,64,2026-01-01
양산,1,0,1,0.571,0.244,17,2026-01-01
갤럭시,1,1,0,0.714,0.155,93,2026-01-01
구글,1,0,1,1.0,0.0,66,2026-01-01
아이폰,1,1,0,1.857,-0.363,78,2026-01-01
lg디스플레이,4,1,3,5.429,-0.429,142,2026-01-01
xr,1,3,-2,2.143,-0.464,87,2026-01-01
애플,2,5,-3,3.714,-0.586,169,2026-01-01
폴더블,1,3,-2,2.571,-0.604,98,2026-01-01
스마트폰,1,7,-6,2.571,-0.604,110,2026-01-01
모바일,1,10,-9,3.571,-0.89,74,2026-01-01
oled,7,12,-5,11.0,-0.927,297,2026-01-01
tv,8,7,1,12.286,-0.951,295,2026-01-01
삼성전자,14,32,-18,20.571,-1.187,456,2026-01-01
lg전자,6,2,4,12.0,-1.344,329,2026-01-01
모니터,1,4,-3,11.286,-2.359,186,2026-01-01
