term,cur,prev,diff,ma7,z_like,total
아이폰,6,3,3,2.429,1.396,114
구글,2,0,2,0.571,0.814,75
샤오펑,1,0,1,0.143,0.622,1
맥북,1,0,1,0.286,0.465,12
샤오미,1,0,1,0.286,0.465,11
아마존,1,0,1,0.286,0.465,19
byd,1,0,1,0.429,0.345,10
레노버,1,0,1,0.571,0.244,51
메타,1,1,0,0.571,0.244,31
수율,1,2,-1,0.571,0.244,12
공급망,3,2,1,2.571,0.165,40
선익시스템,1,0,1,0.714,0.155,17
hp,1,0,1,1.143,-0.069,28
기아,1,3,-2,1.143,-0.069,50
ar,1,1,0,1.429,-0.195,52
갤럭시,1,0,1,1.571,-0.254,87
인텔,1,7,-6,2.0,-0.414,32
노트북,3,9,-6,4.429,-0.46,140
퀀텀닷,1,2,-1,2.286,-0.512,16
tv,6,7,-1,9.286,-0.812,386
xr,2,3,-1,4.714,-0.856,121
스마트폰,1,1,0,3.571,-0.89,123
애플,5,5,0,8.714,-0.94,259
lg전자,3,5,-2,7.571,-1.219,204
벤츠,1,1,0,6.571,-1.563,53
lg디스플레이,2,8,-6,8.714,-1.699,134
삼성전자,5,10,-5,16.857,-2.322,512
디스플레이,2,4,-2,14.571,-2.61,230
oled,1,7,-6,16.714,-3.088,336
