cluster_id,keywords
0,"폴더블, 소재, 게임, 위해, 경험, 이용, 신제품, 맥북, 디스플레이, 사용자, 솔루션, 엔터테인먼트, 하나, 채용, 스포츠, 의류, 유플러스, 영업, 샤오미, 결정, 도입, 테마, 체결, 대상, 인증, 핵심, 바르셀로, 브랜드, 회사, 관람객"
1,중국
2,"기술력, 시스템, 설계, 인프라, 미국, 분석, 정보, 환경, 제조, 생산, 지능, 에너지, 체계, 품질, 보호, 통합"
3,"모니터, 반도체, 노트북, 인텔"
4,애플
5,"스마트폰, 갤럭시, 전기차, 연결, 픽셀, 서버, 밝기, 항공, 무선, 카메라"
6,이란
7,"구글, 고성능, 개발, 변화, 계획, 증가, 최신, 대규모, 실시간, 확산"
