term,cur,prev,diff,ma7,z_like,total,date
oled,45,15,30,15.857,5.85,307,2026-02-27
lg디스플레이,27,6,21,7.429,5.253,156,2026-02-27
갤럭시,34,44,-10,16.571,3.437,178,2026-02-27
요가,6,0,6,0.857,2.67,6,2026-02-27
선익시스템,8,11,-3,3.286,1.676,51,2026-02-27
tv,20,9,11,12.571,1.634,313,2026-02-27
한미반도체,3,0,3,0.429,1.554,25,2026-02-27
삼성전자,20,18,2,13.429,1.409,419,2026-02-27
레노버,5,1,4,2.0,1.243,20,2026-02-27
etri,2,0,2,0.286,1.117,2,2026-02-27
픽셀,2,0,2,0.286,1.117,3,2026-02-27
스마트폰,6,3,3,3.0,1.098,71,2026-02-27
galaxy,2,1,1,0.429,0.95,4,2026-02-27
구글,5,0,5,2.714,0.863,58,2026-02-27
폴더블,2,0,2,0.714,0.697,49,2026-02-27
bmw,1,0,1,0.143,0.622,5,2026-02-27
lg화학,1,0,1,0.143,0.622,1,2026-02-27
ltps,1,0,1,0.143,0.622,1,2026-02-27
proart,1,0,1,0.143,0.622,1,2026-02-27
잉크젯,1,0,1,0.143,0.622,1,2026-02-27
카카오,1,0,1,0.143,0.622,42,2026-02-27
올레드,1,1,0,0.286,0.465,6,2026-02-27
디스플레이,14,12,2,12.0,0.448,261,2026-02-27
lcd,2,1,1,1.143,0.414,62,2026-02-27
필립스,1,0,1,0.429,0.345,3,2026-02-27
asus,1,1,0,0.429,0.345,11,2026-02-27
애플,6,4,2,5.0,0.309,172,2026-02-27
고성능,1,0,1,0.571,0.244,23,2026-02-27
ar,1,2,-1,0.571,0.244,40,2026-02-27
tcl,2,0,2,1.571,0.19,70,2026-02-27
벤츠,2,0,2,1.571,0.19,52,2026-02-27
삼성디스플레이,2,1,1,1.571,0.19,49,2026-02-27
아이폰,2,1,1,1.571,0.19,58,2026-02-27
메타,1,0,1,0.714,0.155,20,2026-02-27
퀄컴,1,1,0,0.714,0.155,13,2026-02-27
엔비디아,9,17,-8,8.714,0.072,105,2026-02-27
모바일,2,3,-1,2.143,-0.058,34,2026-02-27
boe,1,3,-2,1.286,-0.134,42,2026-02-27
sk하이닉스,1,0,1,1.714,-0.309,54,2026-02-27
xr,2,5,-3,2.857,-0.319,72,2026-02-27
hp,2,6,-4,3.143,-0.412,48,2026-02-27
모니터,3,7,-4,4.714,-0.541,89,2026-02-27
노트북,2,4,-2,5.143,-0.962,101,2026-02-27
lg전자,5,25,-20,9.429,-1.088,256,2026-02-27
삼성전자,24,20,4,13.429,2.266,432,2026-02-28
모니터,14,3,11,6.571,2.085,99,2026-02-28
dell,3,0,3,0.429,1.554,4,2026-02-28
