term,cur,prev,diff,ma7,z_like,total
스마트폰,3,0,3,1.143,0.898,87
샤오미,4,1,3,2.0,0.828,34
bmw,1,0,1,0.143,0.622,8
tsmc,1,0,1,0.143,0.622,11
아마존,2,3,-1,0.857,0.593,16
애플워치,1,1,0,0.286,0.465,7
lcd,1,0,1,0.571,0.244,34
노트북,7,4,3,6.857,0.039,119
벤츠,2,0,2,2.0,0.0,40
아이폰,5,11,-6,5.0,0.0,135
ar,2,2,0,2.143,-0.058,63
sk하이닉스,2,2,0,2.143,-0.058,70
애플,11,12,-1,11.286,-0.066,345
구글,2,7,-5,2.571,-0.219,91
폴더블,5,7,-2,5.857,-0.251,238
모니터,3,3,0,3.857,-0.289,159
tv,8,13,-5,9.429,-0.351,247
xr,1,2,-1,2.286,-0.512,71
삼성디스플레이,1,1,0,3.0,-0.732,75
갤럭시,4,4,0,6.714,-0.756,138
lg전자,11,23,-12,15.429,-0.899,338
tcl,1,1,0,4.714,-1.171,59
엔비디아,2,25,-23,7.857,-1.54,200
디스플레이,1,7,-6,8.286,-1.878,192
삼성전자,6,26,-20,24.286,-3.085,535
