term,cur,prev,diff,ma7,z_like,total
lg디스플레이,33,14,19,8.0,6.53,125
퀀텀닷,13,0,13,1.857,4.716,13
디스플레이,36,19,17,15.857,4.043,229
oled,25,63,-38,16.0,1.8,375
xr,12,4,8,5.857,1.796,124
노트북,6,2,4,3.286,0.965,134
모니터,5,2,3,2.571,0.933,163
스마트폰,6,8,-2,3.571,0.84,127
ar,3,0,3,1.429,0.716,50
엔비디아,3,2,1,1.429,0.716,88
태블릿,2,1,1,0.714,0.697,15
amoled,1,0,1,0.143,0.622,2
설비투자,1,0,1,0.143,0.622,3
수율,1,0,1,0.143,0.622,10
패드,1,0,1,0.143,0.622,2
하이센스,1,0,1,0.143,0.622,1
해상도,1,0,1,0.143,0.622,3
고성능,1,0,1,0.286,0.465,22
고효율,1,0,1,0.286,0.465,6
마이크로소프트,1,0,1,0.286,0.465,4
샤오미,1,0,1,0.286,0.465,16
엘지전자,1,1,0,0.286,0.465,2
lg화학,1,0,1,0.429,0.345,47
vr,1,0,1,0.429,0.345,22
레노버,1,1,0,0.429,0.345,56
4k,1,0,1,0.571,0.244,14
asus,1,1,0,0.857,0.074,18
공급망,2,1,1,2.429,-0.168,39
아이폰,1,2,-1,1.429,-0.195,109
구글,1,1,0,1.571,-0.254,83
sk하이닉스,2,7,-5,2.714,-0.27,87
인텔,1,0,1,1.714,-0.309,30
갤럭시,1,5,-4,2.0,-0.414,90
삼성전자,17,33,-16,19.429,-0.449,535
lg전자,4,21,-17,6.857,-0.79,294
애플,5,12,-7,8.571,-0.909,259
tv,5,10,-5,9.0,-1.0,457
폴더블,2,3,-1,5.857,-1.128,158
