term,cur,prev,diff,total,ma7,z_like
인텔,31,1,30,42,5.0,8.034
삼성전자,17,10,7,367,22.714,-0.991
엔비디아,15,13,2,52,6.286,2.485
xr,9,8,1,103,7.0,0.549
디스플레이,8,8,0,129,5.857,0.627
갤럭시,7,6,1,70,4.429,0.828
애플,7,9,-2,189,11.571,-1.039
아마존,6,2,4,12,1.429,2.082
아이패드,6,0,6,38,3.571,0.84
tv,6,17,-11,104,7.286,-0.348
sk하이닉스,5,1,4,46,3.0,0.732
lg전자,5,9,-4,137,6.143,-0.329
oled,5,11,-6,200,11.286,-1.442
기아,4,0,4,7,0.571,1.953
lg디스플레이,4,2,2,69,1.857,0.907
현대차,4,6,-2,38,1.857,0.907
현대모비스,3,1,2,17,0.571,1.383
스마트폰,3,6,-3,52,2.143,0.348
맥북,2,0,2,17,0.286,1.117
kaist,2,0,2,2,0.286,1.117
boe,2,1,1,17,0.571,0.814
lcd,2,0,2,17,0.571,0.814
asus,2,0,2,4,0.571,0.814
구글,2,3,-1,33,1.857,0.06
아이폰,2,2,0,53,2.714,-0.27
dell,1,0,1,1,0.143,0.622
nvidia,1,0,1,1,0.143,0.622
롤러블,1,0,1,1,0.143,0.622
도우인시스,1,0,1,2,0.286,0.465
벤츠,1,1,0,5,0.429,0.345
8k,1,1,0,3,0.429,0.345
세미파이브,1,0,1,3,0.429,0.345
화웨이,1,1,0,9,0.571,0.244
카카오,1,1,0,8,0.571,0.244
sharp,1,0,1,6,0.571,0.244
공급망,1,1,0,17,0.714,0.155
메타,1,1,0,8,0.714,0.155
tsmc,1,0,1,20,0.857,0.074
hp,1,1,0,10,1.0,0.0
올레드,1,7,-6,16,1.714,-0.309
고성능,1,1,0,25,2.857,-0.69
폴더블,1,3,-2,61,3.0,-0.732
