term,cur,prev,diff,total,ma7,z_like
디스플레이,23,1,22,173,8.429,3.733
삼성디스플레이,6,0,6,101,4.0,0.667
필립스,1,0,1,7,0.143,0.622
etri,1,0,1,10,0.143,0.622
nvidia,1,0,1,5,0.286,0.465
vr,1,0,1,29,0.286,0.465
갤럭시,3,2,1,96,2.0,0.414
노트북,4,2,2,145,3.286,0.254
byd,1,0,1,9,0.571,0.244
xr,5,3,2,110,4.429,0.184
소니,1,0,1,38,0.714,0.155
기아,1,0,1,53,1.429,-0.195
올레드,1,1,0,81,1.429,-0.195
레노버,1,0,1,67,2.571,-0.604
엔비디아,3,0,3,89,6.857,-1.066
lg전자,2,2,0,275,5.714,-1.096
폴더블,1,1,0,144,5.286,-1.299
oled,3,0,3,288,9.429,-1.579
tv,14,3,11,430,24.0,-1.695
