term,cur,prev,diff,ma7,z_like,total
lg전자,8,0,8,4.429,1.15,212
lg디스플레이,9,1,8,5.286,1.126,109
엔비디아,7,7,0,4.571,0.774,121
xr,6,2,4,3.857,0.723,94
tcl,3,1,2,1.429,0.716,88
vr,2,1,1,0.714,0.697,24
바이두,1,0,1,0.143,0.622,3
공급망,3,0,3,1.714,0.557,27
ar,3,2,1,1.714,0.557,36
oled,14,9,5,12.429,0.347,356
모니터,5,1,4,4.857,0.045,120
삼성전자,16,4,12,16.286,-0.057,432
아이패드,1,0,1,1.286,-0.134,16
구글,1,1,0,1.429,-0.195,63
노트북,3,1,2,4.0,-0.333,120
스마트폰,2,0,2,4.0,-0.667,115
sk하이닉스,1,1,0,3.0,-0.732,58
갤럭시,1,4,-3,3.714,-0.927,245
아이폰,2,4,-2,5.286,-0.996,75
폴더블,1,2,-1,4.0,-1.0,52
애플,3,6,-3,8.857,-1.473,235
tv,4,3,1,10.571,-1.546,356
디스플레이,2,3,-1,10.286,-1.969,284
