term,cur,prev,diff,ma7,z_like,total,date
oled,44,4,40,14.286,6.217,309,2026-05-29
4k,17,0,17,2.714,5.396,36,2026-05-29
모니터,23,0,23,5.429,5.277,161,2026-05-29
lg디스플레이,16,5,11,3.571,4.301,81,2026-05-29
양산,11,1,10,2.429,3.35,30,2026-05-29
디스플레이,16,8,8,5.429,3.175,200,2026-05-29
삼성디스플레이,8,3,5,3.714,1.464,60,2026-05-29
삼성전자,23,15,8,15.857,1.434,688,2026-05-29
lg전자,13,19,-6,8.143,1.26,264,2026-05-29
주사율,2,0,2,0.286,1.117,3,2026-05-29
엔비디아,4,2,2,1.857,0.907,105,2026-05-29
아이폰,3,1,2,1.429,0.716,39,2026-05-29
auo,1,0,1,0.143,0.622,1,2026-05-29
bmw,1,0,1,0.143,0.622,9,2026-05-29
퓨리오사,1,0,1,0.143,0.622,1,2026-05-29
게이밍모니터,1,0,1,0.286,0.465,7,2026-05-29
고성능,1,0,1,0.286,0.465,23,2026-05-29
사이니지,1,0,1,0.286,0.465,16,2026-05-29
소니,1,0,1,0.286,0.465,18,2026-05-29
현대모비스,1,0,1,0.286,0.465,8,2026-05-29
메타,2,0,2,1.143,0.414,30,2026-05-29
모바일,2,2,0,1.143,0.414,36,2026-05-29
dell,1,0,1,0.429,0.345,11,2026-05-29
tsmc,1,1,0,0.714,0.155,19,2026-05-29
카카오,1,1,0,0.714,0.155,20,2026-05-29
hp,3,1,2,2.714,0.108,59,2026-05-29
공급망,1,0,1,0.857,0.074,48,2026-05-29
sk하이닉스,2,2,0,2.0,0.0,41,2026-05-29
노트북,3,4,-1,3.0,0.0,120,2026-05-29
amd,1,3,-2,1.0,0.0,23,2026-05-29
퀄컴,1,0,1,1.143,-0.069,21,2026-05-29
xr,2,2,0,2.429,-0.168,97,2026-05-29
폴더블,1,1,0,1.857,-0.363,56,2026-05-29
갤럭시,1,1,0,2.143,-0.464,68,2026-05-29
스마트폰,2,6,-4,3.714,-0.586,92,2026-05-29
구글,1,6,-5,2.571,-0.604,123,2026-05-29
tv,5,5,0,8.143,-0.816,315,2026-05-29
애플,2,2,0,4.714,-0.856,185,2026-05-29
퀄컴,16,1,15,3.143,4.637,37,2026-05-30
샤오미,8,0,8,1.571,2.853,16,2026-05-30
모니터,17,23,-6,7.286,2.626,175,2026-05-30
amd,6,1,5,1.714,1.856,29,2026-05-30
tcl,4,0,4,0.714,1.781,27,2026-05-30
레노버,8,0,8,3.286,1.676,56,2026-05-30
lg전자,17,13,4,10.143,1.639,261,2026-05-30
인텔,4,0,4,1.143,1.381,45,2026-05-30
sharp,2,0,2,0.286,1.117,8,2026-05-30
하이센스,2,0,2,0.286,1.117,7,2026-05-30
디스플레이,10,16,-6,6.571,0.962,183,2026-05-30
엔비디아,4,4,0,1.857,0.907,103,2026-05-30
공급망,3,1,2,1.143,0.898,48,2026-05-30
폴더블,4,1,3,2.0,0.828,58,2026-05-30
dell,2,1,1,0.571,0.814,9,2026-05-30
노트북,6,3,3,3.714,0.781,124,2026-05-30
ar,2,0,2,0.714,0.697,27,2026-05-30
고효율,1,0,1,0.143,0.622,3,2026-05-30
아이패드,1,0,1,0.143,0.622,9,2026-05-30
픽셀,1,0,1,0.143,0.622,3,2026-05-30
tv,11,5,6,9.0,0.5,312,2026-05-30
스마트워치,1,0,1,0.286,0.465,4,2026-05-30
태블릿,1,0,1,0.286,0.465,17,2026-05-30
현대모비스,1,1,0,0.286,0.465,9,2026-05-30
sk온,1,0,1,0.571,0.244,5,2026-05-30
xr,3,2,1,2.429,0.223,97,2026-05-30
boe,1,0,1,0.714,0.155,23,2026-05-30
화웨이,1,0,1,0.714,0.155,12,2026-05-30
갤럭시,2,1,1,1.714,0.124,65,2026-05-30
애플,3,2,1,3.143,-0.052,186,2026-05-30
4k,3,17,-14,3.143,-0.052,39,2026-05-30
아이폰,1,3,-2,1.429,-0.195,37,2026-05-30
스마트폰,3,2,1,3.714,-0.244,94,2026-05-30
lg디스플레이,1,16,-15,3.429,-0.852,77,2026-05-30
올레드,1,0,1,3.571,-0.89,44,2026-05-30
삼성전자,9,23,-14,14.714,-1.182,680,2026-05-30
oled,8,44,-36,14.429,-1.34,303,2026-05-30
bmw,2,0,2,0.429,0.95,10,2026-05-31
폭스바겐,1,0,1,0.143,0.622,6,2026-05-31
알파벳,1,0,1,0.286,0.465,6,2026-05-31
한미반도체,1,0,1,0.286,0.465,4,2026-05-31
엔비디아,3,4,-1,2.286,0.284,105,2026-05-31
기아,1,0,1,0.571,0.244,28,2026-05-31
dell,1,2,-1,0.571,0.244,10,2026-05-31
스마트폰,5,3,2,4.429,0.184,95,2026-05-31
메타,1,0,1,0.857,0.074,25,2026-05-31
tcl,1,4,-3,0.857,0.074,24,2026-05-31
샤오미,2,8,-6,1.857,0.06,18,2026-05-31
sk하이닉스,2,0,2,2.0,0.0,42,2026-05-31
애플,3,3,0,3.143,-0.052,178,2026-05-31
폴더블,2,4,-2,2.143,-0.058,59,2026-05-31
아이폰,1,1,0,1.429,-0.195,36,2026-05-31
amd,1,6,-5,1.571,-0.254,30,2026-05-31
갤럭시,1,2,-1,1.857,-0.363,63,2026-05-31
구글,1,0,1,2.286,-0.512,119,2026-05-31
xr,1,3,-2,2.286,-0.512,95,2026-05-31
노트북,2,6,-4,3.857,-0.627,123,2026-05-31
퀄컴,1,16,-15,2.857,-0.69,36,2026-05-31
레노버,1,8,-7,3.286,-0.813,57,2026-05-31
lg디스플레이,1,1,0,3.571,-0.89,77,2026-05-31
삼성디스플레이,1,0,1,3.714,-0.927,59,2026-05-31
디스플레이,3,10,-7,6.857,-1.066,182,2026-05-31
lg전자,5,17,-12,10.143,-1.229,261,2026-05-31
tv,4,11,-7,9.286,-1.306,310,2026-05-31
삼성전자,2,9,-7,14.286,-2.57,608,2026-05-31
oled,1,8,-7,14.286,-2.78,299,2026-05-31
엔비디아,13,3,10,4.0,3.0,117,2026-06-01
tcl,4,1,3,1.429,1.171,28,2026-06-01
인텔,3,0,3,1.286,0.803,48,2026-06-01
apple,1,0,1,0.143,0.622,3,2026-06-01
microsoft,1,0,1,0.143,0.622,1,2026-06-01
nvidia,1,0,1,0.143,0.622,12,2026-06-01
노키아,1,0,1,0.143,0.622,3,2026-06-01
벤큐,1,0,1,0.143,0.622,8,2026-06-01
ar,2,0,2,0.857,0.593,29,2026-06-01
공급망,2,0,2,1.0,0.5,49,2026-06-01
소니,1,0,1,0.286,0.465,18,2026-06-01
tsmc,1,0,1,0.429,0.345,20,2026-06-01
딥엑스,1,0,1,0.571,0.244,5,2026-06-01
모바일,1,0,1,0.714,0.155,33,2026-06-01
노트북,4,2,2,4.143,-0.047,125,2026-06-01
애플,2,3,-1,2.571,-0.219,165,2026-06-01
amd,1,1,0,1.714,-0.309,31,2026-06-01
갤럭시,1,1,0,2.0,-0.414,63,2026-06-01
구글,1,1,0,2.286,-0.512,119,2026-06-01
레노버,2,1,1,3.571,-0.544,58,2026-06-01
tv,7,4,3,9.286,-0.565,283,2026-06-01
스마트폰,2,5,-3,4.0,-0.667,96,2026-06-01
퀄컴,1,1,0,2.857,-0.69,37,2026-06-01
삼성디스플레이,1,1,0,3.857,-0.964,59,2026-06-01
디스플레이,3,3,0,7.286,-1.159,185,2026-06-01
모니터,2,0,2,7.0,-1.371,171,2026-06-01
삼성전자,6,2,4,12.857,-1.495,581,2026-06-01
lg전자,3,5,-2,10.143,-1.707,259,2026-06-01
oled,3,1,2,14.429,-2.382,302,2026-06-01
엔비디아,50,13,37,11.0,9.035,166,2026-06-02
oled,37,3,34,18.571,3.471,335,2026-06-02
인텔,12,3,9,3.0,3.294,60,2026-06-02
양산,13,0,13,3.714,3.172,41,2026-06-02
nvidia,5,1,4,0.857,2.151,17,2026-06-02
cvd,4,0,4,0.571,1.953,4,2026-06-02
삼성전자,23,6,17,14.286,1.823,600,2026-06-02
공급망,6,2,4,1.857,1.753,55,2026-06-02
애플,8,2,6,3.286,1.676,165,2026-06-02
