term,cur,prev,diff,total,ma7,z_like
잉크젯,3,0,3,4,0.429,1.554
딥엑스,3,0,3,8,0.571,1.383
고성능,3,0,3,23,0.571,1.383
lg디스플레이,9,1,8,85,4.714,1.351
asus,3,1,2,11,0.714,1.239
비보,2,0,2,2,0.286,1.117
마이크로소프트,2,0,2,5,0.286,1.117
vr,2,0,2,23,0.286,1.117
아이폰,4,1,3,37,1.571,1.078
boe,3,1,2,23,1.0,1.0
sk하이닉스,4,2,2,46,1.714,0.99
hp,3,1,2,55,1.143,0.898
xr,4,3,1,98,2.143,0.754
화웨이,2,1,1,14,0.714,0.697
맥북,2,1,1,17,0.714,0.697
pad,1,0,1,1,0.143,0.622
생산능력,1,0,1,1,0.143,0.622
증착,1,0,1,2,0.143,0.622
미디어텍,1,0,1,4,0.143,0.622
뷰소닉,1,0,1,4,0.143,0.622
카카오,2,2,0,23,0.857,0.593
ar,2,0,2,31,1.0,0.5
모바일,2,0,2,34,1.0,0.5
sharp,1,0,1,9,0.429,0.345
소니,1,0,1,19,0.429,0.345
벤츠,1,1,0,11,0.571,0.244
태블릿,1,1,0,18,0.571,0.244
폴더블,2,2,0,62,1.714,0.124
퀄컴,3,3,0,43,3.571,-0.198
tcl,1,1,0,30,1.571,-0.254
4k,2,1,1,42,3.286,-0.457
모니터,3,1,2,173,6.571,-1.002
