term,cur,prev,diff,ma7,z_like,total
디스플레이,18,5,13,6.143,3.409,184
선익시스템,10,2,8,2.0,3.314,30
삼성전자,13,4,9,6.286,1.914,396
아이폰,6,3,3,2.429,1.396,77
삼성디스플레이,4,1,3,1.429,1.171,50
boe,3,0,3,1.143,0.898,39
lg디스플레이,8,3,5,5.429,0.772,123
ar,4,2,2,2.286,0.682,45
agc,1,0,1,0.143,0.622,1
amd,1,0,1,0.143,0.622,12
kaist,1,0,1,0.143,0.622,21
갤럭시워치,1,0,1,0.143,0.622,1
미디어텍,1,0,1,0.143,0.622,2
벤큐,1,0,1,0.143,0.622,6
비보,1,0,1,0.143,0.622,7
생산능력,1,0,1,0.143,0.622,3
샤오미,1,0,1,0.143,0.622,6
오포,1,0,1,0.143,0.622,6
고성능,1,0,1,0.286,0.465,15
갤럭시,3,2,1,2.0,0.414,48
모니터,5,4,1,3.857,0.386,83
sk하이닉스,4,4,0,3.0,0.366,83
스마트폰,4,4,0,3.0,0.366,72
공급망,3,1,2,2.143,0.348,52
폴더블,3,1,2,2.286,0.284,88
양산,2,0,2,1.429,0.26,48
oled,11,6,5,10.143,0.205,292
sharp,1,0,1,0.714,0.155,17
구글,1,0,1,0.714,0.155,45
기아,1,0,1,0.857,0.074,13
모바일,1,0,1,1.0,0.0,27
노트북,3,3,0,3.0,0.0,112
byd,1,1,0,1.143,-0.069,19
tcl,1,3,-2,1.143,-0.069,27
hp,1,2,-1,1.429,-0.195,23
아이패드,3,1,2,3.714,-0.244,28
lg전자,9,9,0,10.143,-0.273,306
맥북,3,5,-2,3.857,-0.289,45
엔비디아,1,4,-3,1.857,-0.363,214
애플,10,11,-1,15.429,-1.102,281
tv,6,5,1,11.571,-1.266,285
