keyword,score
반도체,0.660155642026275
메타,0.6195594852149808
삼성,0.4680686593876667
애플,0.46520485566457664
차량용,0.41816953913435573
아이폰,0.381839649707812
패널,0.34972884721693526
폴더블,0.32873242293063853
중국,0.3111848436603496
게이밍,0.30630882152100164
장비,0.2661799674585627
뉴로메카,0.2629015222463239
소비,0.2607903657651633
카카,0.25983939229521086
안경,0.25764186298279046
감독,0.24921333500926723
로봇,0.23799242128259626
6세대,0.23620466675690271
제1회,0.23525437568741608
이규석,0.23049420252108954
