term,cur,prev,diff,ma7,z_like,total
kaist,8,0,8,1.143,3.314,27
갤럭시,12,3,9,6.429,1.576,299
화웨이,3,1,2,0.714,1.239,11
애플,10,8,2,5.857,1.211,274
폴더블,8,7,1,4.571,1.093,210
dell,1,0,1,0.143,0.622,8
huawei,1,0,1,0.143,0.622,1
intel,1,0,1,0.143,0.622,1
그램,1,0,1,0.143,0.622,4
boe,1,0,1,0.286,0.465,18
메이트북,1,1,0,0.286,0.465,2
xr,3,4,-1,2.0,0.414,85
디스플레이,4,6,-2,3.0,0.366,278
태블릿,1,2,-1,0.571,0.244,10
asus,1,1,0,0.714,0.155,8
oled,6,8,-2,5.857,0.042,367
lg디스플레이,2,2,0,2.0,0.0,150
hp,2,8,-6,2.143,-0.058,52
스마트폰,3,0,3,3.286,-0.102,109
구글,3,8,-5,3.286,-0.102,68
삼성전자,6,8,-2,6.571,-0.16,330
선익시스템,1,1,0,1.571,-0.254,38
모니터,2,4,-2,2.714,-0.27,88
엔비디아,1,4,-3,1.857,-0.363,92
공급망,2,3,-1,3.429,-0.501,55
ar,1,1,0,3.143,-0.773,50
노트북,1,3,-2,3.857,-0.964,103
lg전자,4,10,-6,8.0,-1.045,261
